"year","oblast","rayon","Voted","dem","prorus","region","sum"
2012,"Тернопільська область","Бучацький район",32968,0.885161368599854,0.10006673137588,"Галичина",0.985228099975734
2012,"Тернопільська область","місто Бучач",28,0.571428571428571,0.428571428571429,"Галичина",1
2012,"Тернопільська область","Гусятинський район",35080,0.898717217787913,0.0810433295324972,"Галичина",0.97976054732041
2012,"Тернопільська область","Монастириський район",15970,0.913149655604258,0.0677520350657483,"Галичина",0.980901690670006
2012,"Тернопільська область","місто Монастириська",30,0.533333333333333,0.433333333333333,"Галичина",0.966666666666667
2012,"Тернопільська область","Теребовлянський район",35622,0.899837179271237,0.0838526753130088,"Галичина",0.983689854584246
2012,"Тернопільська область","Борщівський район",36144,0.875055334218681,0.0962538733953077,"Галичина",0.971309207613988
2012,"Тернопільська область","Заліщицький район",26520,0.861613876319759,0.117684766214178,"Галичина",0.979298642533937
2012,"Тернопільська область","Чортківський район",25848,0.930400804704426,0.0488238935314144,"Галичина",0.97922469823584
2012,"Тернопільська область","місто Чортків",13794,0.921560098593591,0.0637958532695375,"Галичина",0.985355951863129
2012,"Харківська область","місто Харків",557332,0.388836456546547,0.576381761678856,"Південний-Схід",0.965218218225403
2012,"Харківська область","Дергачівський район",41760,0.345713601532567,0.626197318007663,"Південний-Схід",0.97191091954023
2012,"Харківська область","Харківський район",73960,0.320091941590049,0.649391563007031,"Південний-Схід",0.969483504597079
2012,"Харківська область","місто Люботин",9946,0.393323949326362,0.578322943897044,"Південний-Схід",0.971646893223406
2012,"Харківська область","Великобурлуцький район",10501,0.211027521188458,0.755832777830683,"Південний-Схід",0.966860299019141
2012,"Харківська область","Вовчанський район",21631,0.246775461143729,0.7208173454764,"Південний-Схід",0.967592806620128
2012,"Харківська область","Дворічанський район",9415,0.183324482209241,0.791290493892724,"Південний-Схід",0.974614976101965
2012,"Харківська область","Печенізький район",4558,0.325800789820097,0.650065818341378,"Південний-Схід",0.975866608161474
2012,"Харківська область","Чугуївський район",21573,0.16539192509155,0.812404394381866,"Південний-Схід",0.977796319473416
2012,"Харківська область","місто Чугуїв",15431,0.225908884712592,0.748428488108353,"Південний-Схід",0.974337372820945
2012,"Харківська область","Борівський район",8510,0.252643948296122,0.725499412455934,"Південний-Схід",0.978143360752057
2012,"Харківська область","Ізюмський район",9095,0.244420010995052,0.733040131940627,"Південний-Схід",0.977460142935679
2012,"Харківська область","Куп'янський район",11955,0.200752823086575,0.774404015056462,"Південний-Схід",0.975156838143036
2012,"Харківська область","Шевченківський район",9384,0.283248081841432,0.689684569479966,"Південний-Схід",0.972932651321398
2012,"Харківська область","місто Ізюм",20265,0.23360473723168,0.746656797433999,"Південний-Схід",0.98026153466568
2012,"Харківська область","місто Куп'янськ",22750,0.223076923076923,0.751428571428571,"Південний-Схід",0.974505494505494
2012,"Харківська область","Балаклійський район",36243,0.179372568495985,0.798636978175096,"Південний-Схід",0.978009546671081
2012,"Харківська область","Барвінківський район",12971,0.226273995836867,0.747436589314625,"Південний-Схід",0.973710585151492
2012,"Харківська область","Близнюківський район",10270,0.30350535540409,0.671275559883155,"Південний-Схід",0.974780915287244
2012,"Харківська область","Первомайський район",9066,0.161261857489521,0.818111625854842,"Південний-Схід",0.979373483344363
2012,"Харківська область","місто Первомайський",13642,0.217050285881836,0.75949274299956,"Південний-Схід",0.976543028881396
2012,"Харківська область","Зачепилівський район",7990,0.406883604505632,0.562077596996245,"Південний-Схід",0.968961201501877
2012,"Харківська область","Кегичівський район",8930,0.358566629339306,0.607390817469205,"Південний-Схід",0.965957446808511
2012,"Харківська область","Красноградський район",19727,0.267602777918589,0.702438282556902,"Південний-Схід",0.97004106047549
2012,"Харківська область","Лозівський район",13816,0.21692240880139,0.752171395483497,"Південний-Схід",0.969093804284887
2012,"Харківська область","Сахновщинський район",8951,0.384538040442409,0.57993520277064,"Південний-Схід",0.964473243213049
2012,"Харківська область","місто Лозова",26856,0.256702412868633,0.711386654751266,"Південний-Схід",0.968089067619899
2012,"Харківська область","Богодухівський район",17024,0.337582236842105,0.629523026315789,"Південний-Схід",0.967105263157895
2012,"Харківська область","Валківський район",13652,0.401699384705538,0.553179021388807,"Південний-Схід",0.954878406094345
2012,"Харківська область","Золочівський район",12306,0.240776856817812,0.731919388915976,"Південний-Схід",0.972696245733788
2012,"Харківська область","Коломацький район",3306,0.38777979431337,0.58529945553539,"Південний-Схід",0.97307924984876
2012,"Харківська область","Краснокутський район",11923,0.355950683552797,0.616958819089155,"Південний-Схід",0.972909502641953
2012,"Харківська область","смт Краснокутськ",45,0.177777777777778,0.755555555555556,"Південний-Схід",0.933333333333333
2012,"Харківська область","Нововодолазький район",14944,0.361817451820128,0.610010706638116,"Південний-Схід",0.971828158458244
2012,"Харківська область","Зміївський район",32830,0.287633262260128,0.683856229058788,"Південний-Схід",0.971489491318916
2012,"Херсонська область","місто Херсон",127905,0.486689339744342,0.482662913881396,"Південний-Схід",0.969352253625738
2012,"Херсонська область","Білозерський район",26751,0.500654181152106,0.465141490037756,"Південний-Схід",0.965795671189862
2012,"Херсонська область","Бериславський район",19720,0.422312373225152,0.546551724137931,"Південний-Схід",0.968864097363083
2012,"Херсонська область","Великолепетиський район",7485,0.386105544422178,0.587842351369406,"Південний-Схід",0.973947895791583
2012,"Херсонська область","Великоолександрівський район",11607,0.429654518824847,0.54070819333161,"Південний-Схід",0.970362712156457
2012,"Херсонська область","Високопільський район",6881,0.396308676064525,0.571428571428571,"Південний-Схід",0.967737247493097
2012,"Херсонська область","Горностаївський район",8357,0.425272226875673,0.538590403254756,"Південний-Схід",0.96386263013043
2012,"Херсонська область","Нововоронцовський район",9520,0.517016806722689,0.452836134453782,"Південний-Схід",0.96985294117647
2012,"Херсонська область","місто Нова Каховка",29038,0.375955644328122,0.586197396514912,"Південний-Схід",0.962153040843033
2012,"Херсонська область","Верхньорогачицький район",6299,0.349103032227338,0.618669630100016,"Південний-Схід",0.967772662327353
2012,"Херсонська область","Генічеський район",21812,0.26219512195122,0.703603520997616,"Південний-Схід",0.965798642948836
2012,"Херсонська область","Іванівський район",6798,0.36525448661371,0.603265666372462,"Південний-Схід",0.968520152986172
2012,"Херсонська область","Каховський район",14816,0.31627969762419,0.647543196544277,"Південний-Схід",0.963822894168467
2012,"Херсонська область","Нижньосірогозький район",7026,0.261884429262738,0.708511243951039,"Південний-Схід",0.970395673213777
2012,"Херсонська область","Новотроїцький район",15208,0.220607574960547,0.747106785902157,"Південний-Схід",0.967714360862704
2012,"Херсонська область","Чаплинський район",13469,0.275818546291484,0.686093993614968,"Південний-Схід",0.961912539906452
2012,"Херсонська область","місто Каховка",15307,0.345266871366042,0.618997844123604,"Південний-Схід",0.964264715489645
2012,"Херсонська область","місто Гола Пристань",6397,0.482882601219322,0.479130842582461,"Південний-Схід",0.962013443801782
2012,"Херсонська область","Голопристанський район",17415,0.462245190927361,0.498880275624462,"Південний-Схід",0.961125466551823
2012,"Херсонська область","Каланчацький район",10217,0.323871978075756,0.635509445042576,"Південний-Схід",0.959381423118332
2012,"Херсонська область","Скадовський район",18469,0.40392008230007,0.560181926471385,"Південний-Схід",0.964102008771455
2012,"Херсонська область","Олешківський район",26962,0.461649729248572,0.505340850085305,"Південний-Схід",0.966990579333877
2012,"Хмельницька область","місто Хмельницький",125549,0.792853786171136,0.188293017069033,"Серединний пояс",0.981146803240169
2012,"Хмельницька область","Волочиський район",28926,0.617368457443131,0.356599598976699,"Серединний пояс",0.97396805641983
2012,"Хмельницька область","Хмельницький район",27770,0.68069859560677,0.287180410514944,"Серединний пояс",0.967879006121714
2012,"Хмельницька область","Білогірський район",14415,0.624280263614291,0.342906694415539,"Серединний пояс",0.96718695802983
2012,"Хмельницька область","Ізяславський район",22077,0.647823526747293,0.309145264302215,"Серединний пояс",0.956968791049508
2012,"Хмельницька область","Красилівський район",27515,0.689151371978921,0.277521351989824,"Серединний пояс",0.966672723968744
2012,"Хмельницька область","Теофіпольський район",16179,0.669942518078991,0.29810247852154,"Серединний пояс",0.968044996600532
2012,"Хмельницька область","місто Нетішин",14954,0.815300254112612,0.161628995586465,"Серединний пояс",0.976929249699077
2012,"Хмельницька область","Полонський район",20576,0.684778382581648,0.285526827371695,"Серединний пояс",0.970305209953344
2012,"Хмельницька область","Славутський район",16524,0.615649963689179,0.348220769789397,"Серединний пояс",0.963870733478577
2012,"Хмельницька область","Шепетівський район",17110,0.598480420806546,0.360549386323787,"Серединний пояс",0.959029807130333
2012,"Хмельницька область","місто Славута",14079,0.702748774770936,0.273954116059379,"Серединний пояс",0.976702890830315
2012,"Хмельницька область","місто Шепетівка",17534,0.670012547051443,0.304893350062735,"Серединний пояс",0.974905897114178
2012,"Хмельницька область","Віньковецький район",13185,0.585210466439135,0.368828213879408,"Серединний пояс",0.954038680318544
2012,"Хмельницька область","Деражнянський район",16695,0.648697214734951,0.305660377358491,"Серединний пояс",0.954357592093441
2012,"Хмельницька область","Летичівський район",15767,0.646667089490709,0.320606329675905,"Серединний пояс",0.967273419166614
2012,"Хмельницька область","Старокостянтинівський район",16960,0.5625,0.389327830188679,"Серединний пояс",0.951827830188679
2012,"Хмельницька область","Старосинявський район",11095,0.643262730959892,0.318071203244705,"Серединний пояс",0.961333934204597
2012,"Хмельницька область","місто Старокостянтинів",14453,0.688853525219678,0.286307341036463,"Серединний пояс",0.975160866256141
2012,"Хмельницька область","Городоцький район",24662,0.680358446192523,0.281039656151164,"Серединний пояс",0.961398102343687
2012,"Хмельницька область","Дунаєвецький район",32157,0.616288832913518,0.354075317971204,"Серединний пояс",0.970364150884722
2012,"Хмельницька область","Чемеровецький район",21313,0.610519401304368,0.356730633885422,"Серединний пояс",0.96725003518979
2012,"Хмельницька область","Ярмолинецький район",18756,0.599221582426957,0.366975901044999,"Серединний пояс",0.966197483471956
2012,"Хмельницька область","Кам'янець-Подільський район",34800,0.638879310344828,0.335545977011494,"Серединний пояс",0.974425287356322
2012,"Хмельницька область","Новоушицький район",15755,0.559822278641701,0.411678832116788,"Серединний пояс",0.971501110758489
2012,"Хмельницька область","місто Кам'янець-Подільський",41166,0.753242967497449,0.227712189671088,"Серединний пояс",0.980955157168537
2012,"Черкаська область","місто Черкаси",126381,0.708785339568448,0.266068475482865,"Серединний пояс",0.974853815051313
2012,"Черкаська область","Черкаський район",37280,0.708932403433476,0.257054721030043,"Серединний пояс",0.965987124463519
2012,"Черкаська область","Драбівський район",19974,0.629117853209172,0.333083007910283,"Серединний пояс",0.962200861119455
2012,"Черкаська область","Чигиринський район",16613,0.518148437970264,0.451092517907663,"Серединний пояс",0.969240955877927
2012,"Черкаська область","Чорнобаївський район",25182,0.628663330950679,0.337105869271702,"Серединний пояс",0.965769200222381
2012,"Черкаська область","Городищенський район",20124,0.653100775193798,0.313158417809581,"Серединний пояс",0.966259193003379
2012,"Черкаська область","Канівський район",10651,0.612806309266735,0.339216974931931,"Серединний пояс",0.952023284198667
2012,"Черкаська область","Катеринопільський район",13187,0.600363994843406,0.372943049973459,"Серединний пояс",0.973307044816865
2012,"Черкаська область","Корсунь-Шевченківський район",24144,0.638709410205434,0.322481776010603,"Серединний пояс",0.961191186216037
2012,"Черкаська область","Лисянський район",13352,0.710605152786099,0.244532654284002,"Серединний пояс",0.955137807070102
2012,"Черкаська область","Тальнівський район",19503,0.737630108188484,0.22888786340563,"Серединний пояс",0.966517971594114
2012,"Черкаська область","Шполянський район",21419,0.697231430038751,0.267752929641907,"Серединний пояс",0.964984359680657
2012,"Черкаська область","Золотоніський район",22330,0.646932377966861,0.316390506045678,"Серединний пояс",0.963322884012539
2012,"Черкаська область","місто Золотоноша",11764,0.730448826929616,0.247279836790207,"Серединний пояс",0.977728663719823
2012,"Черкаська область","місто Канів",12125,0.718927835051546,0.252948453608247,"Серединний пояс",0.971876288659794
2012,"Черкаська область","Кам'янський район",15656,0.65482881962187,0.285641287685233,"Серединний пояс",0.940470107307103
2012,"Черкаська область","Смілянський район",17996,0.606468104023116,0.350244498777506,"Серединний пояс",0.956712602800622
2012,"Черкаська область","місто Сміла",30095,0.625951154676857,0.340255856454561,"Серединний пояс",0.966207011131417
2012,"Черкаська область","Жашківський район",21448,0.741281238343901,0.226174934725849,"Серединний пояс",0.96745617306975
2012,"Черкаська область","Звенигородський район",24290,0.751626183614656,0.212350761630301,"Серединний пояс",0.963976945244957
2012,"Черкаська область","Маньківський район",15235,0.71375123071874,0.24168034131933,"Серединний пояс",0.95543157203807
2012,"Черкаська область","місто Ватутіне",7556,0.64862361037586,0.319613552143992,"Серединний пояс",0.968237162519852
2012,"Черкаська область","Монастирищенський район",19038,0.632209265679168,0.34299821409812,"Серединний пояс",0.975207479777288
2012,"Черкаська область","Уманський район",25392,0.572621298046629,0.395321361058601,"Серединний пояс",0.96794265910523
2012,"Черкаська область","Христинівський район",17730,0.646644106034969,0.316356457980823,"Серединний пояс",0.963000564015792
2012,"Черкаська область","місто Умань",37082,0.704681516638801,0.266598349603581,"Серединний пояс",0.971279866242382
2012,"Чернівецька область","місто Чернівці",107743,0.752197358529092,0.22703099041237,"Серединний пояс",0.979228348941463
2012,"Чернівецька область","Вижницький район",25597,0.846778919404618,0.128726022580771,"Серединний пояс",0.975504941985389
2012,"Чернівецька область","Кіцманський район",35299,0.840562055582311,0.137935918864557,"Серединний пояс",0.978497974446868
2012,"Чернівецька область","місто Кіцмань",53,0.679245283018868,0.30188679245283,"Серединний пояс",0.981132075471698
2012,"Чернівецька область","Путильський район",11778,0.700883002207506,0.258447953812192,"Серединний пояс",0.959330956019698
2012,"Чернівецька область","Сторожинецький район",35148,0.765676567656766,0.19591441902811,"Серединний пояс",0.961590986684875
2012,"Чернівецька область","Герцаївський район",15588,0.335001283038235,0.635424685655633,"Серединний пояс",0.970425968693867
2012,"Чернівецька область","Глибоцький район",32522,0.67043847241867,0.301518971772954,"Серединний пояс",0.971957444191624
2012,"Чернівецька область","Новоселицький район",33398,0.567369303551111,0.388556200970118,"Серединний пояс",0.955925504521229
2012,"Чернівецька область","Заставнівський район",28066,0.779697855055939,0.183139742036628,"Серединний пояс",0.962837597092567
2012,"Чернівецька область","Кельменецький район",21432,0.5667226577081,0.397396416573348,"Серединний пояс",0.964119074281448
2012,"Чернівецька область","Сокирянський район",25330,0.506750888274773,0.455428345834978,"Серединний пояс",0.962179234109751
2012,"Чернівецька область","Хотинський район",29901,0.651851108658573,0.31273201565165,"Серединний пояс",0.964583124310224
2012,"Чернівецька область","місто Новодністровськ",4413,0.701790165420349,0.280081577158396,"Серединний пояс",0.981871742578744
2012,"Чернігівська область","місто Чернігів",133211,0.617456516353755,0.351464969109158,"Північний-Схід",0.968921485462912
2012,"Чернігівська область","Ріпкинський район",15125,0.464859504132231,0.478743801652893,"Північний-Схід",0.943603305785124
2012,"Чернігівська область","Чернігівський район",27725,0.530748422001803,0.419909828674482,"Північний-Схід",0.950658250676285
2012,"Чернігівська область","Городнянський район",13640,0.475073313782991,0.493401759530792,"Північний-Схід",0.968475073313783
2012,"Чернігівська область","Коропський район",13437,0.532857036540895,0.433132395624023,"Північний-Схід",0.965989432164918
2012,"Чернігівська область","Корюківський район",13001,0.459195446504115,0.506961002999769,"Північний-Схід",0.966156449503884
2012,"Чернігівська область","Новгород-Сіверський район",8273,0.256859663967122,0.70929529795721,"Північний-Схід",0.966154961924332
2012,"Чернігівська область","місто Новгород-Сіверський",5416,0.404357459379616,0.566285081240768,"Північний-Схід",0.970642540620384
2012,"Чернігівська область","Семенівський район",9053,0.3437534518944,0.614713354689053,"Північний-Схід",0.958466806583453
2012,"Чернігівська область","Сосницький район",11034,0.622983505528367,0.340402392604676,"Північний-Схід",0.963385898133043
2012,"Чернігівська область","Сновський район",11999,0.507375614634553,0.459704975414618,"Північний-Схід",0.967080590049171
2012,"Чернігівська область","Бахмацький район",22701,0.723536408087749,0.247081626360072,"Північний-Схід",0.970618034447822
2012,"Чернігівська область","Борзнянський район",18393,0.682596640026097,0.283259935845158,"Північний-Схід",0.965856575871255
2012,"Чернігівська область","Ічнянський район",16214,0.729924756383372,0.232761810780807,"Північний-Схід",0.962686567164179
2012,"Чернігівська область","Куликівський район",10307,0.628698942466285,0.337537595808674,"Північний-Схід",0.966236538274959
2012,"Чернігівська область","Менський район",20155,0.646936244108162,0.307814438104689,"Північний-Схід",0.95475068221285
2012,"Чернігівська область","Талалаївський район",7530,0.728154050464808,0.243160690571049,"Північний-Схід",0.971314741035857
2012,"Чернігівська область","Варвинський район",9061,0.722988632601258,0.229665599823419,"Північний-Схід",0.952654232424677
2012,"Чернігівська область","Ніжинський район",15334,0.683905047606626,0.28505282379027,"Північний-Схід",0.968957871396896
2012,"Чернігівська область","місто Ніжин",29703,0.706022960643706,0.268457731542268,"Північний-Схід",0.974480692185975
2012,"Чернігівська область","Носівський район",14661,0.6365868631062,0.331150671850488,"Північний-Схід",0.967737534956688
2012,"Чернігівська область","Срібнянський район",6492,0.663894023413432,0.310998151571165,"Північний-Схід",0.974892174984596
2012,"Чернігівська область","Бобровицький район",15131,0.691692551715022,0.268521578216906,"Північний-Схід",0.960214129931928
2012,"Чернігівська область","Козелецький район",26400,0.555757575757576,0.396969696969697,"Північний-Схід",0.952727272727273
2012,"Чернігівська область","Прилуцький район",19021,0.704642237526944,0.262131328531623,"Північний-Схід",0.966773566058567
2012,"Чернігівська область","місто Прилуки",28906,0.725143568809244,0.250017297446897,"Північний-Схід",0.975160866256141
2012,"Київська область, Київ","місто Київ",1306054,0.758173092383623,0.212410053489366,"Серединний пояс",0.970583145872988
2012,"Київська область, Київ","місто Ірпінь",40,0.55,0.4,"Серединний пояс",0.95
2012,"АР Крим, Севастополь","місто Севастополь",146994,0.128923629535899,0.7878620896091,"Південний-Схід",0.916785719144999
2014,"Вінницька область","Вінницький район",38824,0.931511436225016,0.0332268699773336,"Серединний пояс",0.964738306202349
2014,"Вінницька область","місто Вінниця",166243,0.915028001178997,0.0529285443597625,"Серединний пояс",0.96795654553876
2014,"Вінницька область","Калинівський район",30808,0.907102051415217,0.0390807582446118,"Серединний пояс",0.946182809659829
2014,"Вінницька область","Козятинський район",20621,0.91338926337229,0.0386984142379128,"Серединний пояс",0.952087677610203
2014,"Вінницька область","Хмільницький район",20623,0.901420743829705,0.046986374436309,"Серединний пояс",0.948407118266014
2014,"Вінницька область","місто Козятин",12720,0.916430817610063,0.0422955974842767,"Серединний пояс",0.95872641509434
2014,"Вінницька область","місто Хмільник",12592,0.924158195679797,0.0422490470139771,"Серединний пояс",0.966407242693774
2014,"Вінницька область","Барський район",25615,0.912746437634199,0.0537575639273863,"Серединний пояс",0.966504001561585
2014,"Вінницька область","місто Бар",34,0.911764705882353,0,"Серединний пояс",0.911764705882353
2014,"Вінницька область","Жмеринський район",16935,0.894478889873044,0.0649542367877178,"Серединний пояс",0.959433126660762
2014,"Вінницька область","Літинський район",18811,0.900696401041943,0.0634734995481367,"Серединний пояс",0.96416990059008
2014,"Вінницька область","Тиврівський район",19951,0.915392712144755,0.0484186256328004,"Серединний пояс",0.963811337777555
2014,"Вінницька область","місто Жмеринка",15165,0.887438180019782,0.0685789647213979,"Серединний пояс",0.95601714474118
2014,"Вінницька область","Мурованокуриловецький район",12351,0.874746984049874,0.0812079993522792,"Серединний пояс",0.955954983402154
2014,"Вінницька область","Томашпільський район",14621,0.915327268996649,0.0393953901921893,"Серединний пояс",0.954722659188838
2014,"Вінницька область","Тульчинський район",24748,0.908760303862938,0.0528931630838856,"Серединний пояс",0.961653466946824
2014,"Вінницька область","Чернівецький район",9053,0.899149453219927,0.0594278139843146,"Серединний пояс",0.958577267204242
2014,"Вінницька область","Шаргородський район",24227,0.919593841581706,0.0430924175506666,"Серединний пояс",0.962686259132373
2014,"Вінницька область","Крижопільський район",14711,0.907280266467269,0.0429610495547549,"Серединний пояс",0.950241316022024
2014,"Вінницька область","Могилів-Подільський район",14475,0.884628670120898,0.0669430051813471,"Серединний пояс",0.951571675302245
2014,"Вінницька область","Піщанський район",9343,0.880552285133255,0.0712833137107995,"Серединний пояс",0.951835598844054
2014,"Вінницька область","Чечельницький район",9661,0.904875271711003,0.0551702722285478,"Серединний пояс",0.960045543939551
2014,"Вінницька область","Ямпільський район",14929,0.876214079978565,0.0742179650344966,"Серединний пояс",0.950432045013062
2014,"Вінницька область","місто Могилів-Подільський",11606,0.873686024470102,0.0850422195416164,"Серединний пояс",0.958728244011718
2014,"Вінницька область","Бершадський район",27935,0.92414533739037,0.03887596205477,"Серединний пояс",0.96302129944514
2014,"Вінницька область","Гайсинський район",25882,0.903948690209412,0.0549416582953404,"Серединний пояс",0.958890348504752
2014,"Вінницька область","Теплицький район",14347,0.90820380567366,0.0569457029344114,"Серединний пояс",0.965149508608071
2014,"Вінницька область","Тростянецький район",15967,0.9191457380848,0.0438404208680403,"Серединний пояс",0.96298615895284
2014,"Вінницька область","місто Ладижин",9797,0.896805144431969,0.0657344084923956,"Серединний пояс",0.962539552924365
2014,"Вінницька область","Іллінецький район",18630,0.924047235641439,0.0402576489533011,"Серединний пояс",0.96430488459474
2014,"Вінницька область","Липовецький район",18772,0.91263584061368,0.0516727040272747,"Серединний пояс",0.964308544640955
2014,"Вінницька область","Немирівський район",23805,0.917202268431002,0.0421340054610376,"Серединний пояс",0.959336273892039
2014,"Вінницька область","Оратівський район",11951,0.906869718015229,0.0457702284327671,"Серединний пояс",0.952639946447996
2014,"Вінницька область","Погребищенський район",15283,0.906759144147091,0.0514296931230779,"Серединний пояс",0.958188837270169
2014,"Волинська область","Володимир-Волинський район",13718,0.937308645575157,0.0258055110074355,"Волинь",0.963114156582592
2014,"Волинська область","Іваничівський район",17240,0.938051044083527,0.0297563805104408,"Волинь",0.967807424593967
2014,"Волинська область","Любомльський район",19169,0.927278418279514,0.0280139809066722,"Волинь",0.955292399186186
2014,"Волинська область","місто Володимир-Волинський",17183,0.917185590409125,0.0466158412384333,"Волинь",0.963801431647559
2014,"Волинська область","місто Нововолинськ",24710,0.938365034399029,0.0328611898016997,"Волинь",0.971226224200728
2014,"Волинська область","Горохівський район",28550,0.928791593695271,0.0355516637478109,"Волинь",0.964343257443082
2014,"Волинська область","Локачинський район",12478,0.936448148741786,0.0307741625260458,"Волинь",0.967222311267831
2014,"Волинська область","Луцький район",32745,0.947533974652619,0.0219270117575202,"Волинь",0.969460986410139
2014,"Волинська область","Рожищенський район",20205,0.924028705765899,0.0386537985647117,"Волинь",0.962682504330611
2014,"Волинська область","Турійський район",14248,0.912198203256598,0.0464626614261651,"Волинь",0.958660864682763
2014,"Волинська область","Ковельський район",22744,0.923188533239536,0.0374164614843475,"Волинь",0.960604994723883
2014,"Волинська область","Ратнівський район",21533,0.869781265963869,0.0684995123763526,"Волинь",0.938280778340222
2014,"Волинська область","Старовижівський район",14259,0.87874324987727,0.0704116698225682,"Волинь",0.949154919699839
2014,"Волинська область","Шацький район",8448,0.902698863636364,0.0395359848484848,"Волинь",0.942234848484849
2014,"Волинська область","місто Ковель",29718,0.928258967629046,0.0361733629450165,"Волинь",0.964432330574063
2014,"Волинська область","місто Луцьк",101307,0.928711737589703,0.041477884055396,"Волинь",0.970189621645099
2014,"Волинська область","Камінь-Каширський район",28594,0.889522277400853,0.055326292229139,"Волинь",0.944848569629992
2014,"Волинська область","Ківерцівський район",32678,0.939898402595018,0.025735969153559,"Волинь",0.965634371748577
2014,"Волинська область","Любешівський район",17058,0.862410599132372,0.0945597373666315,"Волинь",0.956970336499003
2014,"Волинська область","Маневицький район",27858,0.924581807739249,0.0301888147031373,"Волинь",0.954770622442387
2014,"Дніпропетровська область","місто Дніпро",377237,0.630192690536718,0.303008453571627,"Південний-Схід",0.933201144108346
2014,"Дніпропетровська область","Дніпровський район",28622,0.656977150443715,0.282649710013276,"Південний-Схід",0.939626860456991
2014,"Дніпропетровська область","Петриківський район",8461,0.666233305755821,0.282708899657251,"Південний-Схід",0.948942205413072
2014,"Дніпропетровська область","місто Кам'янське",84522,0.637159556091905,0.305222308984643,"Південний-Схід",0.942381865076548
2014,"Дніпропетровська область","місто Кривий Ріг",265150,0.600954176881011,0.346204035451631,"Південний-Схід",0.947158212332642
2014,"Дніпропетровська область","Верхньодніпровський район",18243,0.660088801184016,0.276489612454092,"Південний-Схід",0.936578413638108
2014,"Дніпропетровська область","місто Вільногірськ",9655,0.631279129984464,0.306369756602796,"Південний-Схід",0.937648886587261
2014,"Дніпропетровська область","П'ятихатський район",15624,0.693868407578085,0.247503840245776,"Південний-Схід",0.941372247823861
2014,"Дніпропетровська область","Царичанський район",11856,0.639338731443995,0.307439271255061,"Південний-Схід",0.946778002699055
2014,"Дніпропетровська область","місто Жовті Води",19514,0.606795121451266,0.339704827303474,"Південний-Схід",0.94649994875474
2014,"Дніпропетровська область","Нікопольський район",15056,0.695470244420829,0.23538788522848,"Південний-Схід",0.930858129649309
2014,"Дніпропетровська область","місто Нікополь",52378,0.700771316201459,0.237752491504067,"Південний-Схід",0.938523807705525
2014,"Дніпропетровська область","місто Покров",14497,0.502172863351038,0.425881216803477,"Південний-Схід",0.928054080154515
2014,"Дніпропетровська область","Павлоградський район",12676,0.495108867150521,0.454244241085516,"Південний-Схід",0.949353108236037
2014,"Дніпропетровська область","місто Павлоград",47456,0.485713081591369,0.462533715441672,"Південний-Схід",0.948246797033041
2014,"Дніпропетровська область","місто Першотравенськ",11826,0.427109758159986,0.513867749027566,"Південний-Схід",0.940977507187553
2014,"Дніпропетровська область","місто Тернівка",11386,0.367205339891094,0.564201651150536,"Південний-Схід",0.93140699104163
2014,"Дніпропетровська область","Апостолівський район",20472,0.587778429073857,0.350771785853849,"Південний-Схід",0.938550214927706
2014,"Дніпропетровська область","Криворізький район",15323,0.622071395940743,0.317431312406187,"Південний-Схід",0.93950270834693
2014,"Дніпропетровська область","Софіївський район",10109,0.683846077752498,0.266297358789198,"Південний-Схід",0.950143436541695
2014,"Дніпропетровська область","Широківський район",10457,0.602371617098594,0.348379076216888,"Південний-Схід",0.950750693315483
2014,"Дніпропетровська область","Магдалинівський район",13694,0.55272382065138,0.367387176865781,"Південний-Схід",0.920110997517161
2014,"Дніпропетровська область","Новомосковський район",27010,0.550833024805627,0.381266197704554,"Південний-Схід",0.932099222510181
2014,"Дніпропетровська область","місто Новомосковськ",25875,0.604328502415459,0.332135265700483,"Південний-Схід",0.936463768115942
2014,"Дніпропетровська область","Юр'ївський район",5618,0.543787824848701,0.38501245995016,"Південний-Схід",0.928800284798861
2014,"Дніпропетровська область","Васильківський район",12450,0.599036144578313,0.318795180722892,"Південний-Схід",0.917831325301205
2014,"Дніпропетровська область","Межівський район",8540,0.624473067915691,0.30632318501171,"Південний-Схід",0.9307962529274
2014,"Дніпропетровська область","Петропавлівський район",14061,0.529976530829955,0.412275087120404,"Південний-Схід",0.942251617950359
2014,"Дніпропетровська область","Покровський район",14274,0.670589883704638,0.267199103264677,"Південний-Схід",0.937788986969315
2014,"Дніпропетровська область","Синельниківський район",14902,0.606361562206415,0.309757079586633,"Південний-Схід",0.916118641793048
2014,"Дніпропетровська область","місто Синельникове",10592,0.57666163141994,0.350736404833837,"Південний-Схід",0.927398036253776
2014,"Дніпропетровська область","Криничанський район",12662,0.672168693729269,0.268756910440689,"Південний-Схід",0.940925604169957
2014,"Дніпропетровська область","Солонянський район",14803,0.678376004863879,0.260285077349186,"Південний-Схід",0.938661082213065
2014,"Дніпропетровська область","Томаківський район",9399,0.671667198638153,0.274390892648154,"Південний-Схід",0.946058091286307
2014,"Дніпропетровська область","місто Марганець",15523,0.552599368678735,0.393416221091284,"Південний-Схід",0.946015589770019
2014,"Донецька область","Ясинуватський район",2064,0.598352713178295,0.376937984496124,"Донбас",0.975290697674419
2014,"Донецька область","Бахмутський район",23168,0.348713743093923,0.557579419889503,"Донбас",0.906293162983425
