"year","oblast","rayon","Voted","dem","prorus","region","sum"
2006,"Харківська область","Золочівський район",17163,0.165413971916332,0.726970809299074,"Південний-Схід",0.892384781215405
2006,"Харківська область","місто Чугуїв",19977,0.141712969915403,0.782349702157481,"Південний-Схід",0.924062672072884
2006,"Харківська область","Великобурлуцький район",14811,0.138883262440078,0.768617919114172,"Південний-Схід",0.90750118155425
2006,"Харківська область","Вовчанський район",28753,0.118457204465621,0.770771745556985,"Південний-Схід",0.889228950022606
2006,"Харківська область","Дворічанський район",12307,0.104412123181929,0.708702364508004,"Південний-Схід",0.813114487689933
2006,"Харківська область","Печенізький район",6000,0.1725,0.725333333333333,"Південний-Схід",0.897833333333333
2006,"Харківська область","Чугуївський район",26730,0.111148522259633,0.800897867564534,"Південний-Схід",0.912046389824168
2006,"Харківська область","Борівський район",11516,0.124088225078152,0.780305661688086,"Південний-Схід",0.904393886766238
2006,"Харківська область","місто Ізюм",30467,0.118423211999869,0.810483473922605,"Південний-Схід",0.928906685922473
2006,"Харківська область","Ізюмський район",12471,0.13014192927592,0.777163018202229,"Південний-Схід",0.907304947478149
2006,"Харківська область","місто Куп'янськ",32599,0.111414460566275,0.768244424675603,"Південний-Схід",0.879658885241879
2006,"Харківська область","Куп'янський район",16365,0.147204399633364,0.755087076076994,"Південний-Схід",0.902291475710357
2006,"Харківська область","Шевченківський район",12150,0.204115226337449,0.702551440329218,"Південний-Схід",0.906666666666667
2006,"Харківська область","Балаклійський район",62306,0.106811543029564,0.799505665585979,"Південний-Схід",0.906317208615543
2006,"Харківська область","Барвінківський район",4379,0.147065540077643,0.762502854532998,"Південний-Схід",0.909568394610642
2006,"Харківська область","Близнюківський район",13686,0.16995469823177,0.679818792927079,"Південний-Схід",0.849773491158848
2006,"Харківська область","Первомайський район",11108,0.109380626575441,0.73397551314368,"Південний-Схід",0.843356139719121
2006,"Харківська область","місто Первомайський",18737,0.122484922879863,0.761754816672893,"Південний-Схід",0.884239739552756
2006,"Харківська область","місто Лозова",35835,0.144718850286033,0.72791963164504,"Південний-Схід",0.872638481931073
2006,"Харківська область","Лозівський район",17539,0.123952334796739,0.772735047608188,"Південний-Схід",0.896687382404926
2006,"Харківська область","Зачепилівський район",9861,0.219551769597404,0.662813102119461,"Південний-Схід",0.882364871716864
2006,"Харківська область","Кегичівський район",13141,0.180884255383913,0.692184765238566,"Південний-Схід",0.873069020622479
2006,"Харківська область","Красноградський район",26867,0.138348159452116,0.779729780027543,"Південний-Схід",0.918077939479659
2006,"Харківська область","Сахновщинський район",13684,0.198918444899152,0.669029523531131,"Південний-Схід",0.867947968430284
2006,"Харківська область","Валківський район",18243,0.283506002302253,0.565477169325221,"Південний-Схід",0.848983171627473
2006,"Харківська область","Зміївський район",42543,0.209787744164727,0.675880873469196,"Південний-Схід",0.885668617633923
2006,"Харківська область","Коломацький район",4610,0.306290672451193,0.561822125813449,"Південний-Схід",0.868112798264642
2006,"Харківська область","смт Краснокутськ",4189,0.272618763428026,0.627834805442826,"Південний-Схід",0.900453568870852
2006,"Харківська область","Краснокутський район",13443,0.277765379751544,0.604552555233207,"Південний-Схід",0.88231793498475
2006,"Харківська область","Нововодолазький район",19186,0.2453351402064,0.645470655686438,"Південний-Схід",0.890805795892838
2006,"Харківська область","Харківський район",95452,0.201808238695889,0.673469387755102,"Південний-Схід",0.875277626450991
2006,"Харківська область","місто Люботин",14541,0.183962588542741,0.588473970153359,"Південний-Схід",0.772436558696101
2006,"Херсонська область","місто Херсон",165747,0.337309272566019,0.562532051862175,"Південний-Схід",0.899841324428195
2006,"Херсонська область","Бериславський район",26914,0.321022516162592,0.5518689158059,"Південний-Схід",0.872891431968492
2006,"Херсонська область","місто Нова Каховка",39319,0.235000890154887,0.660749256084844,"Південний-Схід",0.895750146239731
2006,"Херсонська область","Білозерський район",33885,0.411480005902317,0.460941419507157,"Південний-Схід",0.872421425409473
2006,"Херсонська область","Великоолександрівський район",15937,0.293593524502729,0.614356528832277,"Південний-Схід",0.907950053335007
2006,"Херсонська область","Високопільський район",9325,0.260160857908847,0.626487935656836,"Південний-Схід",0.886648793565684
2006,"Херсонська область","Нововоронцовський район",12478,0.407036384035903,0.487097291232569,"Південний-Схід",0.894133675268473
2006,"Херсонська область","місто Каховка",20339,0.206155661536949,0.707065244112297,"Південний-Схід",0.913220905649245
2006,"Херсонська область","Каховський район",19012,0.225962549968441,0.663843888070692,"Південний-Схід",0.889806438039133
2006,"Херсонська область","Горностаївський район",10127,0.296139034264837,0.598400315986966,"Південний-Схід",0.894539350251802
2006,"Херсонська область","Великолепетиський район",10186,0.254172393481249,0.638523463577459,"Південний-Схід",0.892695857058708
2006,"Херсонська область","Верхньорогачицький район",7801,0.263171388283553,0.620433277784899,"Південний-Схід",0.883604666068453
2006,"Херсонська область","місто Гола Пристань",7438,0.336784081742404,0.561844581876849,"Південний-Схід",0.898628663619253
2006,"Херсонська область","Голопристанський район",23064,0.360691987513007,0.533515435310441,"Південний-Схід",0.894207422823448
2006,"Херсонська область","Каланчацький район",13007,0.237103098331668,0.657876528023372,"Південний-Схід",0.89497962635504
2006,"Херсонська область","Скадовський район",23948,0.29910639719392,0.608902622348422,"Південний-Схід",0.908009019542342
2006,"Херсонська область","Олешківський район",32541,0.326050213576719,0.577118097169724,"Південний-Схід",0.903168310746443
2006,"Херсонська область","Новотроїцький район",20203,0.12438746720784,0.787556303519279,"Південний-Схід",0.91194377072712
2006,"Херсонська область","Генічеський район",31068,0.141914510106862,0.769441225698468,"Південний-Схід",0.91135573580533
2006,"Херсонська область","Іванівський район",9002,0.241279715618751,0.651188624750056,"Південний-Схід",0.892468340368807
2006,"Херсонська область","Нижньосірогозький район",9997,0.160348104431329,0.761828548564569,"Південний-Схід",0.922176652995899
2006,"Херсонська область","Чаплинський район",19295,0.172687224669604,0.736045607670381,"Південний-Схід",0.908732832339984
2006,"Хмельницька область","місто Нетішин",16754,0.681389518920855,0.219529664557718,"Серединний пояс",0.900919183478572
2006,"Хмельницька область","місто Славута",16495,0.55010609275538,0.334343740527433,"Серединний пояс",0.884449833282813
2006,"Хмельницька область","місто Шепетівка",20982,0.496330187780002,0.353970069583453,"Серединний пояс",0.850300257363454
2006,"Хмельницька область","Славутський район",21371,0.588320621402836,0.282158064667072,"Серединний пояс",0.870478686069908
2006,"Хмельницька область","Шепетівський район",22396,0.563939989283801,0.296213609573138,"Серединний пояс",0.860153598856939
2006,"Хмельницька область","Полонський район",26952,0.544634906500445,0.332962303354111,"Серединний пояс",0.877597209854556
2006,"Хмельницька область","місто Старокостянтинів",17736,0.500563824988723,0.376071267478575,"Серединний пояс",0.876635092467298
2006,"Хмельницька область","Старокостянтинівський район",21542,0.495311484541825,0.364497261164237,"Серединний пояс",0.859808745706063
2006,"Хмельницька область","Білогірський район",18908,0.471546435371271,0.421356039771525,"Серединний пояс",0.892902475142797
2006,"Хмельницька область","Ізяславський район",28976,0.545623964660409,0.314846769740475,"Серединний пояс",0.860470734400884
2006,"Хмельницька область","Теофіпольський район",20101,0.606138998059798,0.268195612158599,"Серединний пояс",0.874334610218397
2006,"Хмельницька область","Волочиський район",35277,0.561612382005273,0.321711029849477,"Серединний пояс",0.883323411854749
2006,"Хмельницька область","Городоцький район",31919,0.64124815940349,0.235815658385288,"Серединний пояс",0.877063817788778
2006,"Хмельницька область","Красилівський район",34650,0.614949494949495,0.264877344877345,"Серединний пояс",0.87982683982684
2006,"Хмельницька область","Хмельницький район",33248,0.604156641000962,0.254902550529355,"Серединний пояс",0.859059191530318
2006,"Хмельницька область","місто Хмельницький",140903,0.617013122502715,0.291171940980675,"Серединний пояс",0.908185063483389
2006,"Хмельницька область","Деражнянський район",21959,0.554487909285487,0.303838972630812,"Серединний пояс",0.858326881916299
2006,"Хмельницька область","Летичівський район",19889,0.597566494041933,0.272914676454321,"Серединний пояс",0.870481170496254
2006,"Хмельницька область","Старосинявський район",14375,0.592139130434783,0.288834782608696,"Серединний пояс",0.880973913043478
2006,"Хмельницька область","Ярмолинецький район",23150,0.579524838012959,0.292786177105832,"Серединний пояс",0.872311015118791
2006,"Хмельницька область","Віньковецький район",17387,0.531661586242595,0.358313682636453,"Серединний пояс",0.889975268879048
2006,"Хмельницька область","Новоушицький район",20983,0.576419005861888,0.318591240528046,"Серединний пояс",0.895010246389935
2006,"Хмельницька область","Дунаєвецький район",40066,0.576997953376928,0.29543752807867,"Серединний пояс",0.872435481455598
2006,"Хмельницька область","Чемеровецький район",29846,0.580647322924345,0.28774375125645,"Серединний пояс",0.868391074180795
2006,"Хмельницька область","місто Кам'янець-Подільський",47690,0.596791780247431,0.289473684210526,"Серединний пояс",0.886265464457958
2006,"Хмельницька область","Кам'янець-Подільський район",44050,0.58622020431328,0.290397275822928,"Серединний пояс",0.876617480136209
2006,"Черкаська область","місто Черкаси",141227,0.542927343921488,0.354740948968682,"Серединний пояс",0.89766829289017
2006,"Черкаська область","Черкаський район",41075,0.622836275106513,0.254169202678028,"Серединний пояс",0.877005477784541
2006,"Черкаська область","місто Ватутіне",9178,0.482784920461974,0.403355850947919,"Серединний пояс",0.886140771409893
2006,"Черкаська область","Звенигородський район",28327,0.619197232322519,0.256645603134818,"Серединний пояс",0.875842835457338
2006,"Черкаська область","Лисянський район",15814,0.44498545592513,0.301504995573542,"Серединний пояс",0.746490451498672
2006,"Черкаська область","Корсунь-Шевченківський район",29966,0.555095775211907,0.328972835880665,"Серединний пояс",0.884068611092572
2006,"Черкаська область","місто Канів",14012,0.586283185840708,0.311447330859263,"Серединний пояс",0.897730516699971
2006,"Черкаська область","Канівський район",13918,0.487570053168559,0.410763040666762,"Серединний пояс",0.898333093835321
2006,"Черкаська область","місто Золотоноша",14979,0.580279057346953,0.326657320248348,"Серединний пояс",0.9069363775953
2006,"Черкаська область","Золотоніський район",28063,0.550546983572676,0.355272066421979,"Серединний пояс",0.905819049994655
2006,"Черкаська область","Драбівський район",23690,0.489151540734487,0.422878851836218,"Серединний пояс",0.912030392570705
2006,"Черкаська область","Чорнобаївський район",29533,0.516473097890495,0.400941319879457,"Серединний пояс",0.917414417769952
2006,"Черкаська область","місто Сміла",34030,0.4516309138995,0.374375550984426,"Серединний пояс",0.826006464883926
2006,"Черкаська область","Кам'янський район",18920,0.50438689217759,0.382822410147992,"Серединний пояс",0.887209302325581
2006,"Черкаська область","Смілянський район",19387,0.489039046783927,0.360550884613401,"Серединний пояс",0.849589931397328
2006,"Черкаська область","Чигиринський район",17742,0.438563859767783,0.438845676924811,"Серединний пояс",0.877409536692594
2006,"Черкаська область","Жашківський район",25845,0.60704198104082,0.295531050493326,"Серединний пояс",0.902573031534146
2006,"Черкаська область","Маньківський район",18490,0.494591671173607,0.40178474851271,"Серединний пояс",0.896376419686317
2006,"Черкаська область","Тальнівський район",24577,0.59173210725475,0.321804939577654,"Серединний пояс",0.913537046832404
2006,"Черкаська область","місто Умань",40179,0.550810124692003,0.367430747405361,"Серединний пояс",0.918240872097364
2006,"Черкаська область","Уманський район",28626,0.517501571997485,0.385139383776986,"Серединний пояс",0.902640955774471
2006,"Черкаська область","Монастирищенський район",20477,0.588855789422279,0.310787713043903,"Серединний пояс",0.899643502466182
2006,"Черкаська область","Христинівський район",20895,0.449389806173726,0.391529073941134,"Серединний пояс",0.84091888011486
2006,"Черкаська область","Городищенський район",25044,0.554863440344993,0.3310972688069,"Серединний пояс",0.885960709151893
2006,"Черкаська область","Катеринопільський район",15843,0.499589724168402,0.395884617812283,"Серединний пояс",0.895474341980685
2006,"Черкаська область","Шполянський район",25946,0.573190472519849,0.329954520928081,"Серединний пояс",0.90314499344793
2006,"Чернівецька область","місто Чернівці",111349,0.581971997952384,0.298475962963296,"Серединний пояс",0.88044796091568
2006,"Чернівецька область","Сторожинецький район",42593,0.651374639025192,0.191698166365365,"Серединний пояс",0.843072805390557
2006,"Чернівецька область","місто Кіцмань",3934,0.729537366548043,0.163955261820031,"Серединний пояс",0.893492628368073
2006,"Чернівецька область","Кіцманський район",40046,0.781026819157968,0.105953153873046,"Серединний пояс",0.886979973031014
2006,"Чернівецька область","Вижницький район",29990,0.765155051683895,0.120206735578526,"Серединний пояс",0.885361787262421
2006,"Чернівецька область","Путильський район",14052,0.669442072302875,0.197694278394535,"Серединний пояс",0.86713635069741
2006,"Чернівецька область","Новоселицький район",38439,0.417128437264237,0.414735034730352,"Серединний пояс",0.831863471994589
2006,"Чернівецька область","Герцаївський район",16423,0.373500578457042,0.456798392498326,"Серединний пояс",0.830298970955368
2006,"Чернівецька область","Глибоцький район",40075,0.60284466625078,0.234485339987523,"Серединний пояс",0.837330006238303
2006,"Чернівецька область","Хотинський район",30895,0.578993364622107,0.281857905810002,"Серединний пояс",0.860851270432109
2006,"Чернівецька область","Заставнівський район",31322,0.765532213779452,0.123938445820829,"Серединний пояс",0.889470659600281
2006,"Чернівецька область","Кельменецький район",23892,0.6401305876444,0.214465092918132,"Серединний пояс",0.854595680562532
2006,"Чернівецька область","Сокирянський район",26534,0.508592748925906,0.303572774553403,"Серединний пояс",0.81216552347931
2006,"Чернівецька область","місто Новодністровськ",4687,0.536163857478131,0.339876253467037,"Серединний пояс",0.876040110945168
2006,"Чернігівська область","місто Чернігів",144751,0.420909009264185,0.464770536991109,"Північний-Схід",0.885679546255294
2006,"Чернігівська область","Городнянський район",19018,0.386475970133558,0.502681669996845,"Північний-Схід",0.889157640130403
2006,"Чернігівська область","Ріпкинський район",19869,0.40751925109467,0.452111329206301,"Північний-Схід",0.859630580300971
2006,"Чернігівська область","Чернігівський район",34097,0.462650673079743,0.406018124761709,"Північний-Схід",0.868668797841452
2006,"Чернігівська область","Бобровицький район",20829,0.691727879398915,0.209275529310096,"Північний-Схід",0.901003408709012
2006,"Чернігівська область","Козелецький район",33839,0.494045332308874,0.392623895505186,"Північний-Схід",0.886669227814061
2006,"Чернігівська область","Носівський район",17707,0.646354549048399,0.252724911052126,"Північний-Схід",0.899079460100525
2006,"Чернігівська область","місто Ніжин",37224,0.556576402321083,0.339619600257898,"Північний-Схід",0.896196002578981
2006,"Чернігівська область","Ічнянський район",23423,0.545105238440849,0.354651411006276,"Північний-Схід",0.899756649447125
2006,"Чернігівська область","Куликівський район",11537,0.483314553176736,0.408511744821011,"Північний-Схід",0.891826297997746
2006,"Чернігівська область","Ніжинський район",19839,0.563738091637683,0.331266696910127,"Північний-Схід",0.89500478854781
2006,"Чернігівська область","Талалаївський район",10628,0.525686864885209,0.365826119683854,"Північний-Схід",0.891512984569063
2006,"Чернігівська область","місто Прилуки",33169,0.496728873345594,0.394826494618469,"Північний-Схід",0.891555367964063
2006,"Чернігівська область","Варвинський район",11461,0.558590000872524,0.362097548206963,"Північний-Схід",0.920687549079487
2006,"Чернігівська область","Прилуцький район",25227,0.554207793237404,0.339873944583185,"Північний-Схід",0.894081737820589
2006,"Чернігівська область","Срібнянський район",8252,0.520964614638875,0.39844886088221,"Північний-Схід",0.919413475521086
2006,"Чернігівська область","Корюківський район",17383,0.425070471149974,0.461715469136513,"Північний-Схід",0.886785940286487
2006,"Чернігівська область","Менський район",24772,0.505449701275634,0.366865816244147,"Північний-Схід",0.872315517519781
2006,"Чернігівська область","Семенівський район",12712,0.283118313404657,0.599040276903713,"Північний-Схід",0.88215859030837
2006,"Чернігівська область","місто Новгород-Сіверський",7080,0.208898305084746,0.680225988700565,"Північний-Схід",0.889124293785311
2006,"Чернігівська область","Новгород-Сіверський район",11588,0.227131515360718,0.646013117017605,"Північний-Схід",0.873144632378323
2006,"Чернігівська область","Сновський район",16722,0.400011960291831,0.452876450185385,"Північний-Схід",0.852888410477216
2006,"Чернігівська область","Бахмацький район",28193,0.505621962898592,0.359592806725074,"Північний-Схід",0.865214769623665
2006,"Чернігівська область","Борзнянський район",23560,0.53544142614601,0.350254668930391,"Північний-Схід",0.885696095076401
2006,"Чернігівська область","Коропський район",17662,0.446155588268599,0.452440267240403,"Північний-Схід",0.898595855509002
2006,"Чернігівська область","Сосницький район",14408,0.421154913936702,0.45446973903387,"Північний-Схід",0.875624652970572
2006,"Київська область, Київ","місто Київ",1455236,0.593260474589689,0.298332366708905,"Серединний пояс",0.891592841298594
2006,"Київська область, Київ","місто Ірпінь",121,0.454545454545455,0.322314049586777,"Серединний пояс",0.776859504132231
2006,"АР Крим, Севастополь","місто Севастополь",209675,0.0745105520448313,0.84321926791463,"Південний-Схід",0.917729819959461
2007,"АР Крим, Севастополь","місто Сімферополь",156444,0.12706783257907,0.79549870880315,"Південний-Схід",0.92256654138222
2007,"АР Крим, Севастополь","Сімферопольський район",64233,0.209845406566718,0.725063440910435,"Південний-Схід",0.934908847477153
2007,"АР Крим, Севастополь","Бахчисарайський район",45052,0.247447394122348,0.702077599218681,"Південний-Схід",0.949524993341028
2007,"АР Крим, Севастополь","місто Джанкой",20628,0.0953073492340508,0.842786503781268,"Південний-Схід",0.938093853015319
2007,"АР Крим, Севастополь","Джанкойський район",34547,0.18626798274814,0.764813153095782,"Південний-Схід",0.951081135843923
2007,"АР Крим, Севастополь","місто Красноперекопськ",14386,0.116780202975115,0.79417489225636,"Південний-Схід",0.910955095231475
2007,"АР Крим, Севастополь","Красноперекопський район",11468,0.200994070456924,0.734304150680154,"Південний-Схід",0.935298221137077
2007,"АР Крим, Севастополь","місто Армянськ",11188,0.105648909545942,0.814444047193422,"Південний-Схід",0.920092956739364
2007,"АР Крим, Севастополь","місто Євпаторія",47526,0.106552203004671,0.831881496444052,"Південний-Схід",0.938433699448723
2007,"АР Крим, Севастополь","місто Саки",12317,0.0966956239343996,0.838921815377121,"Південний-Схід",0.935617439311521
2007,"АР Крим, Севастополь","Сакський район",37528,0.184155830313366,0.756315284587508,"Південний-Схід",0.940471114900874
2007,"АР Крим, Севастополь","Чорноморський район",14532,0.160542251582714,0.779452243325076,"Південний-Схід",0.93999449490779
2007,"АР Крим, Севастополь","Кіровський район",26572,0.231484269155502,0.70965678157459,"Південний-Схід",0.941141050730092
2007,"АР Крим, Севастополь","місто Керч",72253,0.0628762819536905,0.882703832366822,"Південний-Схід",0.945580114320513
2007,"АР Крим, Севастополь","Ленінський район",29847,0.156531644721413,0.78939256876738,"Південний-Схід",0.945924213488793
2007,"АР Крим, Севастополь","місто Феодосія",48634,0.0839330509520089,0.857794958259654,"Південний-Схід",0.941728009211663
2007,"АР Крим, Севастополь","місто Судак",14809,0.197515024647174,0.739617799986495,"Південний-Схід",0.937132824633669
2007,"АР Крим, Севастополь","Совєтський район",15968,0.219814629258517,0.726077154308617,"Південний-Схід",0.945891783567134
2007,"АР Крим, Севастополь","Роздольненський район",16812,0.186890316440638,0.749405186771354,"Південний-Схід",0.936295503211991
2007,"АР Крим, Севастополь","місто Алушта",22953,0.112534309240622,0.822071188951335,"Південний-Схід",0.934605498191957
2007,"АР Крим, Севастополь","місто Ялта",53283,0.106844584576694,0.814387328040838,"Південний-Схід",0.921231912617533
2007,"Київська область, Київ","місто Київ",1364821,0.619398441260795,0.284629266401968,"Серединний пояс",0.904027707662763
2007,"АР Крим, Севастополь","Білогірський район",28934,0.253058685283749,0.69426971728762,"Південний-Схід",0.947328402571369
2007,"АР Крим, Севастополь","Красногвардійський район",40045,0.189087276813585,0.758696466475215,"Південний-Схід",0.9477837432888
2007,"АР Крим, Севастополь","Нижньогірський район",22825,0.163110624315444,0.787732749178532,"Південний-Схід",0.950843373493976
2007,"АР Крим, Севастополь","Первомайський район",16066,0.237271256068717,0.702601767708204,"Південний-Схід",0.93987302377692
2007,"Вінницька область","місто Вінниця",172568,0.684912614157897,0.232748829446943,"Серединний пояс",0.91766144360484
2007,"Вінницька область","місто Жмеринка",16617,0.536498766323645,0.375880122765842,"Серединний пояс",0.912378889089487
2007,"Вінницька область","Вінницький район",41630,0.767475378332933,0.161229882296421,"Серединний пояс",0.928705260629354
2007,"Вінницька область","Жмеринський район",21114,0.627877237851662,0.286871270247229,"Серединний пояс",0.914748508098892
2007,"Вінницька область","місто Козятин",13899,0.706165911216634,0.215195337794086,"Серединний пояс",0.92136124901072
2007,"Вінницька область","Козятинський район",24825,0.705135951661631,0.200725075528701,"Серединний пояс",0.905861027190332
2007,"Вінницька область","Калинівський район",33750,0.730992592592593,0.196562962962963,"Серединний пояс",0.927555555555555
2007,"Вінницька область","місто Хмільник",12116,0.723753714097062,0.215830307032024,"Серединний пояс",0.939584021129086
2007,"Вінницька область","Хмільницький район",22648,0.732647474390675,0.20611091487107,"Серединний пояс",0.938758389261745
2007,"Вінницька область","Літинський район",22946,0.659722827508062,0.249193759260873,"Серединний пояс",0.908916586768936
2007,"Вінницька область","місто Бар",8921,0.740275753839256,0.178231140006726,"Серединний пояс",0.918506893845981
2007,"Вінницька область","Барський район",22183,0.674525537573818,0.245954109002389,"Серединний пояс",0.920479646576207
2007,"Вінницька область","Мурованокуриловецький район",16240,0.611206896551724,0.30942118226601,"Серединний пояс",0.920628078817734
2007,"Вінницька область","Шаргородський район",29765,0.733075760120947,0.203292457584411,"Серединний пояс",0.936368217705359
2007,"Вінницька область","місто Могилів-Подільський",13137,0.505062038517165,0.400319707695821,"Серединний пояс",0.905381746212986
2007,"Вінницька область","Могилів-Подільський район",18864,0.631149279050042,0.285464376590331,"Серединний пояс",0.916613655640373
2007,"Вінницька область","Чернівецький район",12710,0.640283241542093,0.273564122738002,"Серединний пояс",0.913847364280094
2007,"Вінницька область","Ямпільський район",19690,0.585119349923819,0.31721686135094,"Серединний пояс",0.902336211274759
2007,"Вінницька область","Крижопільський район",17956,0.618177767877033,0.298284695923368,"Серединний пояс",0.916462463800401
2007,"Вінницька область","Піщанський район",12579,0.598616742189363,0.318308291597106,"Серединний пояс",0.91692503378647
2007,"Вінницька область","Томашпільський район",18525,0.677894736842105,0.244048582995951,"Серединний пояс",0.921943319838057
2007,"Вінницька область","Чечельницький район",11887,0.685454698410028,0.236392697905275,"Серединний пояс",0.921847396315302
2007,"Вінницька область","Бершадський район",34152,0.714980089013821,0.191906769735301,"Серединний пояс",0.906886858749122
2007,"Вінницька область","Тростянецький район",20779,0.706819384955965,0.210789739640984,"Серединний пояс",0.917609124596949
2007,"Вінницька область","місто Ладижин",12015,0.693050353724511,0.203828547648772,"Серединний пояс",0.896878901373283
2007,"Вінницька область","Тульчинський район",30263,0.649836433929221,0.277401447311899,"Серединний пояс",0.927237881241119
2007,"Вінницька область","Гайсинський район",32526,0.700946934759884,0.228002213613724,"Серединний пояс",0.928949148373609
2007,"Вінницька область","Іллінецький район",23071,0.718044298036496,0.196697152269082,"Серединний пояс",0.914741450305578
2007,"Вінницька область","Теплицький район",17953,0.672478137358659,0.253272433576561,"Серединний пояс",0.92575057093522
2007,"Вінницька область","Немирівський район",30564,0.718754089778825,0.210705405051695,"Серединний пояс",0.92945949483052
2007,"Вінницька область","Тиврівський район",24669,0.752077506181848,0.177145405164376,"Серединний пояс",0.929222911346224
2007,"Вінницька область","Липовецький район",23255,0.705783702429585,0.235304235648248,"Серединний пояс",0.941087938077833
2007,"Вінницька область","Погребищенський район",18989,0.677234188214229,0.243351413976513,"Серединний пояс",0.920585602190742
2007,"Вінницька область","Оратівський район",14478,0.745130542892665,0.197955518718055,"Серединний пояс",0.94308606161072
2007,"Волинська область","місто Володимир-Волинський",18928,0.738165680473373,0.185809382924768,"Волинь",0.92397506339814
2007,"Волинська область","місто Нововолинськ",27253,0.79275676072359,0.136462040876234,"Волинь",0.929218801599824
2007,"Волинська область","Володимир-Волинський район",16556,0.809253442860594,0.136929209954095,"Волинь",0.946182652814689
2007,"Волинська область","Іваничівський район",20299,0.816099315237204,0.124242573525789,"Волинь",0.940341888762993
2007,"Волинська область","Любомльський район",23382,0.803695150115474,0.137370626978017,"Волинь",0.941065777093491
2007,"Волинська область","Старовижівський район",17083,0.738804659603114,0.189896388222209,"Волинь",0.928701047825323
2007,"Волинська область","Шацький район",10041,0.741957972313515,0.191315606015337,"Волинь",0.933273578328852
2007,"Волинська область","Локачинський район",14813,0.780125565381759,0.158374400864106,"Волинь",0.938499966245865
2007,"Волинська область","Горохівський район",34431,0.782521564868868,0.167726757863553,"Волинь",0.950248322732421
2007,"Волинська область","Турійський район",16709,0.767789813872763,0.169489496678437,"Волинь",0.9372793105512
2007,"Волинська область","місто Луцьк",103489,0.76063156470736,0.159852737972152,"Волинь",0.920484302679512
2007,"Волинська область","Луцький район",32477,0.823167164454845,0.114665763463374,"Волинь",0.937832927918219
2007,"Волинська область","Рожищенський район",23117,0.782065146861617,0.15019249902669,"Волинь",0.932257645888307
2007,"Волинська область","місто Ковель",34767,0.787844795351914,0.148617942301608,"Волинь",0.936462737653522
2007,"Волинська область","Ковельський район",25561,0.779116622980322,0.169907280622824,"Волинь",0.949023903603145
2007,"Волинська область","Маневицький район",31986,0.826392796848621,0.119646095166635,"Волинь",0.946038892015257
2007,"Волинська область","Ківерцівський район",36853,0.836675440262665,0.111307084904892,"Волинь",0.947982525167558
2007,"Волинська область","Камінь-Каширський район",33547,0.766685545652368,0.18091036456315,"Волинь",0.947595910215519
2007,"Волинська область","Любешівський район",19279,0.623839410757819,0.326261735567198,"Волинь",0.950101146325017
2007,"Волинська область","Ратнівський район",24912,0.690992292870905,0.242533718689788,"Волинь",0.933526011560694
2007,"Дніпропетровська область","місто Дніпро",476460,0.296003861814213,0.601133358519078,"Південний-Схід",0.897137220333291
2007,"Дніпропетровська область","Дніпровський район",37049,0.283246511376825,0.62193311560366,"Південний-Схід",0.905179626980485
2007,"Дніпропетровська область","місто Кам'янське",109735,0.310028705517838,0.590814234291703,"Південний-Схід",0.900842939809541
2007,"Дніпропетровська область","місто Покров",24759,0.18058079890141,0.740983076860939,"Південний-Схід",0.921563875762349
2007,"Дніпропетровська область","місто Кривий Ріг",348705,0.25728624482012,0.651458969616151,"Південний-Схід",0.908745214436271
2007,"Дніпропетровська область","Верхньодніпровський район",24042,0.29494218451044,0.620705432160386,"Південний-Схід",0.915647616670826
2007,"Дніпропетровська область","П'ятихатський район",20777,0.258843913943303,0.668720219473456,"Південний-Схід",0.927564133416759
2007,"Дніпропетровська область","місто Вільногірськ",11777,0.307124055362147,0.583255498004585,"Південний-Схід",0.890379553366732
2007,"Дніпропетровська область","Криничанський район",17375,0.264287769784173,0.657553956834532,"Південний-Схід",0.921841726618705
2007,"Дніпропетровська область","місто Жовті Води",28109,0.254153473976307,0.673094026824149,"Південний-Схід",0.927247500800455
2007,"Дніпропетровська область","місто Нікополь",61876,0.343299502230267,0.57120692998901,"Південний-Схід",0.914506432219277
2007,"Дніпропетровська область","місто Марганець",22272,0.24133441091954,0.67645474137931,"Південний-Схід",0.91778915229885
2007,"Дніпропетровська область","Нікопольський район",21422,0.273737279432359,0.649425823919335,"Південний-Схід",0.923163103351694
2007,"Дніпропетровська область","Солонянський район",19881,0.290931039686132,0.625370957195312,"Південний-Схід",0.916301996881445
2007,"Дніпропетровська область","Томаківський район",12822,0.310326002183747,0.617844330057713,"Південний-Схід",0.92817033224146
2007,"Дніпропетровська область","місто Павлоград",59554,0.247069886153743,0.672733989320617,"Південний-Схід",0.919803875474359
2007,"Дніпропетровська область","місто Тернівка",14813,0.198541821373118,0.721123337608857,"Південний-Схід",0.919665158981975
2007,"Дніпропетровська область","Павлоградський район",16725,0.23067264573991,0.698295964125561,"Південний-Схід",0.928968609865471
2007,"Дніпропетровська область","Юр'ївський район",7370,0.277204884667571,0.636499321573948,"Південний-Схід",0.91370420624152
2007,"Дніпропетровська область","місто Першотравенськ",14182,0.221830489352701,0.690029615004936,"Південний-Схід",0.911860104357636
2007,"Дніпропетровська область","Петропавлівський район",17872,0.240935541629364,0.698187108325873,"Південний-Схід",0.939122649955237
2007,"Дніпропетровська область","Апостолівський район",29529,0.211859527921704,0.709201124318467,"Південний-Схід",0.921060652240171
