"rayon","oblast","pop_2006","pop_2007","pop_2012","pop_2014","pop_2019","ua_2006","ua_2007","ua_2012","ua_2014","ua_2019","ru_2006","ru_2007","ru_2012","ru_2014","ru_2019","rayon_en"
"Зачепилівський район","Харківська область",0.15850319440219,0.231079717457114,0.218272841051314,0.192538729054695,0.689751146037983,0.0739275935503499,0.12008072653885,0.188610763454318,0.518178944040468,0.0587753765553373,0.662813102119461,0.58627648839556,0.562077596996245,0.223047739487828,0.234119187950229,"Zachepylivka district"
"Збаразький район","Тернопільська область",0.352489150565276,0.531648017682,0.410246161020619,0.154669260700389,0.595595595595596,0.454377090416563,0.342450614725791,0.445887878485061,0.806487320542064,0.348827087957523,0.104569201426321,0.0760049730625777,0.11958295859565,0.0139541124379445,0.0278974626800714,"Zbarazh district"
"Зборівський район","Тернопільська область",0.327253996718684,0.522419305724726,0.482609114558243,0.157620985979195,0.549124280230326,0.560227402800565,0.425852618757613,0.423643896329126,0.811940298507463,0.382257677543186,0.0526918234194361,0.0306029232643118,0.0734656517968976,0.0127091813658978,0.0133157389635317,"Zboriv district"
"Звенигородський район","Черкаська область",0.408267730433862,0.515128332632062,0.449979415397283,0.171541082252998,0.797371590135609,0.213647756557348,0.227900393986918,0.301646768217373,0.742179549577452,0.119744489240274,0.256645603134818,0.203802165015492,0.212350761630301,0.0400424759966373,0.057856432273941,"Zvenyhorodka district"
"Згурівський район","Київська область, Київ",0.325745033112583,0.504778124704324,0.412821306906163,0.155433287482806,0.687426862566636,0.18932119205298,0.180244110133409,0.203468566119542,0.731659789087575,0.1310622805877,0.32682119205298,0.239852398523985,0.343037059977289,0.0688904172397983,0.0732024444155506,"Zghurivka district"
"Здолбунівський район","Рівненська область",0.26241283962491,0.492173800090927,0.366601825527458,0.146195754273906,0.628567275546296,0.385639576821351,0.25251672403715,0.395855154870567,0.777043020852903,0.279083288919037,0.216488338542919,0.199389491459375,0.210945683076463,0.0374976517001691,0.0656039536799264,"Zdolbuniv district"
"Зміївський район","Харківська область",0.137719483816374,0.183743531490597,0.154919281145294,0.147114510754317,0.537497410399834,0.0724678560515243,0.0992300896125205,0.132713981114834,0.36061042108452,0.0717837165941579,0.675880873469196,0.637763473431781,0.683856229058788,0.429188124810663,0.376320696084525,"Zmiiv district"
"Знам'янський район","Кіровоградська область",0.245812366443786,0.320251671254424,0.269641495041953,0.224319200275767,0.747827929646111,0.107603226028814,0.0995674400314589,0.196319603356217,0.538693553946915,0.0894257257893622,0.48721306955263,0.50389303971687,0.501430205949657,0.146501206480524,0.136999364272092,"Znamianka district"
"Золотоніський район","Черкаська область",0.362363254106831,0.482349674758052,0.446977160770264,0.231489697328207,0.767984340166386,0.189822898478424,0.167618594320165,0.199955217196596,0.67036379769299,0.118209994018814,0.355272066421979,0.286252578137395,0.316390506045678,0.0617667356797792,0.0688380185960524,"Zolotonosha district"
"Золочівський район","Львівська область",0.340535506402794,0.492852881517719,0.371778514927277,0.140403326629342,0.493029284012891,0.494970896391153,0.422479417730581,0.515437611635621,0.828830787628418,0.452395964691047,0.059906868451688,0.0531678797279561,0.0922003912562729,0.00736533130401696,0.0165685862407174,"Zolochiv district"
"Золочівський район","Харківська область",0.112917322146478,0.135962845796594,0.145620022753129,0.142925338934505,0.570968039053145,0.0529627687467226,0.0829238742680218,0.0951568340646839,0.358029406148558,0.0568296951275675,0.726970809299074,0.705929864710238,0.731919388915976,0.440901279358411,0.355162567928525,"Zolochiv district"
"Зіньківський район","Полтавська область",0.264895231065732,0.419653342101555,0.354928790840547,0.202276812462552,0.772433105164903,0.176651494648788,0.177368594109634,0.264618821558224,0.635769922109047,0.0874922215308028,0.441628736621971,0.3272112358495,0.340854509913432,0.0996405032953865,0.11698817672682,"Zinkiv district"
"Кагарлицький район","Київська область, Київ",0.407610701107011,0.536364550850015,0.379842105263158,0.176848874598071,0.730760814063754,0.194464944649446,0.200985816316266,0.185736842105263,0.72853400023818,0.156539499598804,0.292666051660517,0.199426617040539,0.389052631578947,0.052518756698821,0.0871690130571158,"Kaharlyk district"
"Казанківський район","Миколаївська область",0.0768628567361754,0.142799221537464,0.127231510342873,0.162894860914663,0.641000369594678,0.05373283040353,0.0583846902367824,0.0960612071408331,0.407826496935408,0.0521128495749661,0.765141271083909,0.726970483295492,0.751298762633418,0.364214992927864,0.272144881113712,"Kazanka district"
"Каланчацький район","Херсонська область",0.136157453678788,0.189406376911777,0.188900851521973,0.110717000253357,0.649649403370648,0.101176289690167,0.067398254558023,0.134971126553783,0.530149480618191,0.0894328945749785,0.657876528023372,0.663095135228549,0.635509445042576,0.280592855333164,0.234838233485054,"Kalanchak district"
"Калинівський район","Вінницька область",0.397236756049706,0.556651851851852,0.524237446452153,0.140190859517009,0.549406276505513,0.214819053847831,0.178459259259259,0.216929171900667,0.766911191898208,0.360559796437659,0.278395465445825,0.196562962962963,0.216220568815022,0.0390807582446118,0.0689567430025445,"Kalynivka district"
"Калуський район","Івано-Франківська область",0.290148588024791,0.526012328621533,0.424847876544759,0.0812286689419795,0.618524123197436,0.610559344449343,0.420049952173451,0.492158584781381,0.893230944254835,0.328155599074239,0.0372636983637165,0.025348070995855,0.0681889467411078,0.00546075085324232,0.0102812889442763,"Kalush district"
"Кам'янець-Подільський район","Хмельницька область",0.298070374574347,0.495387182255373,0.401551724137931,0.191887627239256,0.709408943433488,0.290715096481271,0.202988517028168,0.237327586206897,0.713715540979549,0.162646353505431,0.290397275822928,0.24575522622436,0.335545977011494,0.0460072398750039,0.076773875017633,"Kamianets-Podilskyi district"
"Кам'янка-Бузький район","Львівська область",0.364967447389037,0.520386912917192,0.422448915137542,0.146589215656458,0.437649880095923,0.450927952022044,0.406669589521565,0.498847234942993,0.826373893738025,0.496650955097991,0.0514088121673826,0.0388283005425549,0.0658813125730348,0.00690368297801162,0.0135615645414703,"Kamianka-Buzka district"
"Кам'янський район","Черкаська область",0.321775898520085,0.467268343945107,0.402529381706694,0.196201165551479,0.746308151941955,0.184989429175476,0.168263584100884,0.252299437915176,0.701489315778114,0.141784037558685,0.382822410147992,0.301353773876491,0.285641287685233,0.0553277214188071,0.073666239863423,"Kamianka district"
"Кам'янсько-Дніпровський район","Запорізька область",0.0378685191460522,0.0646963416831862,0.0718965227616328,0.0893598426917195,0.467826680313886,0.0402405964079973,0.028473598846639,0.0890307408029565,0.243026727842109,0.0439440464005459,0.863224330735344,0.859659398089746,0.8190828153872,0.594348554366033,0.473353804162402,"Kamianka-Dniprovska district"
"Камінь-Каширський район","Волинська область",0.396842693489802,0.558827913077175,0.460840618941361,0.204238651465342,0.744103100627734,0.328527521654093,0.212120308820461,0.204667666532538,0.685283625935511,0.146233593304166,0.169125454037441,0.18091036456315,0.299484215532063,0.055326292229139,0.071095681947879,"Kamin-Kashyrskyi district"
"Канівський район","Черкаська область",0.269219715476362,0.4412394009034,0.430006572152849,0.203699875981811,0.766801152737752,0.220793217416295,0.211744195261114,0.182799737113886,0.687164117403886,0.115158501440922,0.410763040666762,0.287423726127268,0.339216974931931,0.0639727159983464,0.0703170028818444,"Kaniv district"
"Карлівський район","Полтавська область",0.327758230105557,0.436690042075736,0.352567203372262,0.232216646989374,0.785223105134474,0.10666602400347,0.0885834502103787,0.206067307027849,0.612381936245573,0.0796149144254279,0.467151877379862,0.408527349228612,0.407020938428581,0.101092089728453,0.116518948655257,"Karlivka Raion"
"Катеринопільський район","Черкаська область",0.299375118348798,0.495891627803686,0.434443012057329,0.246104291808131,0.78579322817241,0.202297544656946,0.193130505588867,0.165920982786077,0.657700008705493,0.114136441273988,0.395884617812283,0.24842697460952,0.372943049973459,0.0448332898058675,0.0656083592886567,"Katerynopil district"
"Каховський район","Херсонська область",0.0981485377656217,0.176355042661592,0.19060475161987,0.156309317487827,0.682604895104895,0.129760151483274,0.0899269535326254,0.12567494600432,0.519683089873731,0.0868881118881119,0.663843888070692,0.656313301823093,0.647543196544277,0.261203268135677,0.206468531468531,"Kakhovka district"
"Кегичівський район","Харківська область",0.117647058823529,0.176813128639492,0.198096304591265,0.197069693769799,0.654788713736919,0.0639220759455141,0.104993823892712,0.16047032474804,0.431362196409715,0.052192343356736,0.692184765238566,0.653255690841715,0.607390817469205,0.304382259767687,0.264008477944099,"Kehychivka district"
"Кельменецький район","Чернівецька область",0.284530386740332,0.431491610271623,0.383958566629339,0.180246913580247,0.74517613129163,0.356521011217144,0.283860202095114,0.182764091078761,0.707289829512052,0.109524136510334,0.214465092918132,0.221562992490961,0.397396416573348,0.0598471487360376,0.0885119824212044,"Kelmentsi district"
"Києво-Святошинський район","Київська область, Київ",0.446150812522473,0.557252605355489,0.332997038014305,0.0998717837003473,0.592494627211109,0.201187755906882,0.161108140187038,0.357779416139588,0.805210810003361,0.297468112974808,0.240590166216232,0.202598181794467,0.291593910467839,0.0484981265482429,0.0845530729809123,"Kyievo-Sviatoshyn district"
"Кобеляцький район","Полтавська область",0.250898761706094,0.35979020979021,0.351755086985922,0.214879852125693,0.758457138871451,0.14779636944654,0.142007992007992,0.192414089875208,0.626023237391075,0.0841180163214061,0.491101149527318,0.425174825174825,0.393188664166718,0.105624504885133,0.131198995605775,"Kobeliaky district"
"Ковельський район","Волинська область",0.426232572047995,0.579476546301005,0.465364946536495,0.200008793527963,0.713778990450205,0.296976040070273,0.208364304995892,0.264739444655763,0.723179739711572,0.211732605729877,0.155832990692633,0.169907280622824,0.239423523942352,0.0374164614843475,0.0474761255115962,"Kovel district"
"Кодимський район","Одеська область",0.0780185004868549,0.143002510006105,0.195125713404288,0.154523695548109,0.63775729911291,0.0870253164556962,0.073672071094227,0.129955267623014,0.52513164193394,0.1129101713892,0.680805744888023,0.708635777762703,0.63103501465371,0.242795595978937,0.198346395659289,"Kodyma district"
"Козелецький район","Чернігівська область",0.347055173025208,0.424060424060424,0.368030303030303,0.253491196114147,0.71149784573794,0.148201779012382,0.159068159068159,0.187727272727273,0.601136265070691,0.122286052209175,0.392623895505186,0.344162344162344,0.396969696969697,0.0867811605516524,0.102686491509673,"Kozelets district"
"Козельщинський район","Полтавська область",0.192403237438897,0.315270464337003,0.337712271707786,0.271178741766977,0.729481775353335,0.189598525522878,0.200765916706558,0.2104026487237,0.573359073359073,0.12546491445574,0.483452199695488,0.400670177118238,0.421125707572359,0.106291165114695,0.117530374411108,"Kozelshchyna district"
"Козятинський район","Вінницька область",0.331884110920317,0.556535750251762,0.59523363610825,0.13922700160031,0.66438020578148,0.271053304592452,0.15226586102719,0.164856259949433,0.77416226177198,0.248407643312102,0.274633736436374,0.200725075528701,0.202640696694447,0.0386984142379128,0.0613669769720725,"Kozyatyn district"
"Козівський район","Тернопільська область",0.312388644732153,0.521398144830606,0.477508996401439,0.154793762111285,0.541932407462598,0.565704557152473,0.406584657032525,0.449820071971211,0.816969641044569,0.383262800262264,0.0529754127568595,0.0478522234165373,0.0524790083966413,0.00876626372612347,0.00983489300828515,"Kozova district"
"Коломацький район","Харківська область",0.177223427331887,0.26883859736384,0.233817301875378,0.205806688717383,0.704077950198484,0.129501084598698,0.164386968415817,0.153962492437992,0.508636530687247,0.0656802598339949,0.561822125813449,0.482715742352649,0.58529945553539,0.217199558985667,0.211476001443522,"Kolomak district"
"Коломийський район","Івано-Франківська область",0.39663915191099,0.595924504822151,0.483948080270083,0.153040908064615,0.617574399632311,0.468024353020332,0.326921082650627,0.417706389314098,0.815841868675465,0.311990118349994,0.0488045030113068,0.0410660582806181,0.079347438612678,0.00615776185882305,0.0183557394002068,"Kolomyia district"
"Компаніївський район","Кіровоградська область",0.267956089911134,0.303616590794133,0.361478365384615,0.238618017436229,0.731375358166189,0.105070569785677,0.12202832574608,0.140024038461538,0.576364223442041,0.105659025787966,0.480397281756404,0.493930197268589,0.465745192307692,0.119470455279303,0.105659025787966,"Kompaniivka district"
"Конотопський район","Сумська область",0.333677838476303,0.442148980352484,0.409558172782354,0.231510362514729,0.765108881820406,0.187312367734633,0.264096693466802,0.209612635305331,0.672904969848201,0.100481200554604,0.351247600767754,0.228688568233853,0.351419429505072,0.0512234005683787,0.10219394829133,"Konotop district"
"Корецький район","Рівненська область",0.273555659934241,0.446370587619147,0.418442722208767,0.173952700501661,0.669352786495886,0.374776890558948,0.216769665863622,0.280576410753209,0.724346862987817,0.2185087793706,0.237388445279474,0.275217345763067,0.266347783967062,0.0549872955892892,0.0786326236321995,"Korets district"
"Коропський район","Чернігівська область",0.281451704223757,0.431489255059207,0.390116841556895,0.336368904710655,0.771492990883247,0.166515683388065,0.186329177369839,0.142740194983999,0.516599056213263,0.0917557102244878,0.452440267240403,0.307562182820625,0.433132395624023,0.0829538869111681,0.0971473384962259,"Korop district"
"Коростенський район","Житомирська область",0.165090101992285,0.226298796595245,0.298826191486353,0.240631163708087,0.706947588368449,0.148390847117265,0.130613442911652,0.131098854476029,0.578067061143984,0.118056764757096,0.518945198964223,0.520810096859407,0.535284966765663,0.115502958579882,0.13860351732544,"Korosten district"
"Коростишівський район","Житомирська область",0.286905368474686,0.405759692276546,0.413323702633626,0.171126388154416,0.708893652959137,0.235443976098939,0.205486385261666,0.268140904544949,0.728344791115812,0.180211784577405,0.371253879290379,0.319921044640146,0.289865540615624,0.0629825489159175,0.0834795036704996,"Korostyshiv district"
"Корсунь-Шевченківський район","Черкаська область",0.363778949476073,0.461557770924478,0.416625248508946,0.175069775817052,0.741703399706136,0.1935860642061,0.191278777881374,0.222084161696488,0.730305212928784,0.142473526878452,0.328972835880665,0.291938607186402,0.322481776010603,0.0492482218420816,0.0839033287733698,"Korsun-Shevchenkivskyi district"
"Корюківський район","Чернігівська область",0.252890755335673,0.31121173210786,0.2552111376048,0.201930812550282,0.736036036036036,0.173215210262901,0.15550449415422,0.203984308899315,0.617618664521319,0.0996396396396396,0.461715469136513,0.445698452388998,0.506961002999769,0.124215607401448,0.122522522522523,"Koriukivka district"
"Костопільський район","Рівненська область",0.295755547219898,0.502264139158677,0.417355800837341,0.166718744575218,0.66046511627907,0.390224197131893,0.226039161800069,0.330196186983149,0.765649411519633,0.26046511627907,0.214011599388291,0.213422441522751,0.227050967094564,0.0321147102732354,0.0457795004306632,"Kostopil district"
"Костянтинівський район","Донецька область",0.0206802132872172,0.0415351874954135,0.0600713528107222,0.0642448103078024,0.258379295714892,0.0178700100879089,0.0291333382255816,0.0524539581525407,0.204724409448819,0.0507707537830576,0.904453091223519,0.891025170617157,0.864333236910616,0.60486757337151,0.666666666666667,"Kostiantynivka district"
"Косівський район","Івано-Франківська область",0.228401706334968,0.513066993429531,0.3421486326415,0.127771124417831,0.634557578689148,0.61071243471674,0.394735174191368,0.561647010351754,0.829913506320692,0.294579000103652,0.0744528166487262,0.055458137029134,0.0761188649121904,0.0123486360612109,0.0243582213315828,"Kosiv district"
"Котелевський район","Полтавська область",0.311042994272808,0.416343131817341,0.309707394226967,0.189313984168865,0.780608459065051,0.168427845446479,0.150397485672028,0.234282325029656,0.663478452066843,0.0954736581746228,0.384286520932484,0.362913662414494,0.425958877026493,0.0802550571679859,0.102028196883502,"Kotelva district"
"Красилівський район","Хмельницька область",0.381154401154401,0.513472629289969,0.398909685626022,0.19414669837205,0.775718176227708,0.236796536796537,0.179319907976427,0.290241686352898,0.724858240351198,0.130677325836774,0.264877344877345,0.238284327629132,0.277521351989824,0.0355588073897933,0.0526662566985856,"Krasyliv district"
"Красногвардійський район","АР Крим, Севастополь",0.0557429081531442,0.0555125483830691,0.142596655175361,NA,NA,0.124556415173356,0.134223998002247,0.0780933929741588,NA,NA,0.721946703696357,0.758696466475215,0.751303455938916,NA,NA,"Krasnogvardejskiy district"
"Красноградський район","Харківська область",0.0788699892060893,0.099022612440984,0.0986465250671668,0.118165209447997,0.555089485458613,0.0597387129191945,0.0566553466412656,0.168956252851422,0.342946626647527,0.0482662192393736,0.779729780027543,0.785513128468483,0.702438282556902,0.460589847318283,0.377460850111857,"Krasnohrad district"
"Краснодонський район","Луганська область",0.0187173979748389,0.0490301448385281,0.0544091395930025,NA,NA,0.0165694998465787,0.0300424791442756,0.0369867904319886,NA,NA,0.903191162933415,0.87537745022775,0.872831131738665,NA,NA,"Krasnodon district"
"Краснокутський район","Харківська область",0.126683032061296,0.181726518265726,0.19538188277087,0.236405412305336,0.654848046309696,0.151900617421706,0.232141472116652,0.149200710479574,0.46515190196579,0.0682585624698505,0.604552555233207,0.532381912665788,0.627331261101243,0.234235384222619,0.251929570670526,"Krasnokutsk district"
"Красноперекопський район","АР Крим, Севастополь",0.0860975431945761,0.0907743285664458,0.177992411176268,NA,NA,0.114237807100678,0.110742936867806,0.0939979303208003,NA,NA,0.670336079317635,0.734304150680154,0.704122111072784,NA,NA,"Krasnoperekopsk district"
"Краснопільський район","Сумська область",0.352351062041137,0.468448999753025,0.392838531973498,0.241239454899416,0.718423244193578,0.244521661155635,0.200049394912324,0.180004466612075,0.603179753406879,0.0932728786897381,0.291542901978367,0.255433440355643,0.389190798779126,0.106992212848799,0.151383362635329,"Krasnopillia district"
"Кременецький район","Тернопільська область",0.438148009654281,0.529607024306671,0.36554021894336,0.185330516148506,0.624890590809628,0.315633817180542,0.298033336902595,0.419453939682402,0.748307533094735,0.248413566739606,0.162083149199442,0.12517400149909,0.176972004673099,0.0288473976973826,0.0977571115973742,"Kremenets district"
"Кременчуцький район","Полтавська область",0.196183272474352,0.365239177840672,0.339654295882054,0.211385327836449,0.729474059971442,0.215962441314554,0.180856493295597,0.219725470259278,0.638899870107867,0.118574488338886,0.46452790818988,0.377024080174454,0.413523131672598,0.107132772349918,0.125416468348406,"Kremenchuk district"
"Кремінський район","Луганська область",0.0513076320102615,0.058350021596576,0.0781808337845154,0.089642997253825,0.342809364548495,0.0177438894035488,0.0213609769505635,0.0669193286410395,0.263534719497842,0.0511319783895035,0.855804175871161,0.872658734833314,0.832539252842447,0.577383287563751,0.588950347311551,"Kreminna district"
"Кривоозерський район","Миколаївська область",0.119011976047904,0.235341365461847,0.310829557014705,0.169471153846154,0.702906481819287,0.134254218835057,0.139437751004016,0.151854249514473,0.571350524475524,0.104219871093275,0.663241698421339,0.562570281124498,0.508831961527791,0.190559440559441,0.15480968016539,"Kryve Ozero district"
"Криворізький район","Дніпропетровська область",0.116601607347876,0.17875898638658,0.157900045388068,0.202310252561509,0.766710518073044,0.0694374282433984,0.0717381328710549,0.140349992435322,0.419761143379234,0.0537492952452547,0.684730195177956,0.669351960434406,0.67446669020122,0.317431312406187,0.158992670550648,"Kryvyi Rih district"
"Крижопільський район","Вінницька область",0.173321924320213,0.432613054132323,0.424662788467685,0.12351301746992,0.653029954799663,0.420897509032135,0.19157941635108,0.159751965735473,0.783767248997349,0.186930207615108,0.312416809279331,0.298284695923368,0.38943936585054,0.0429610495547549,0.0870298015781813,"Kryzhopil district"
"Криничанський район","Дніпропетровська область",0.143382728666326,0.195568345323741,0.190975593966466,0.182672563576054,0.728716266587148,0.0601941747572816,0.0716546762589928,0.22146695151162,0.489496130153214,0.0608319666020576,0.646346448645887,0.657553956834532,0.559849809024406,0.268756910440689,0.192560011927837,"Krynychky district"
"Кролевецький район","Сумська область",0.31589503593515,0.475929771568813,0.424193548387097,0.157967111671346,0.719879518072289,0.223341133210764,0.242873324523315,0.204282536151279,0.705895834527015,0.105558598028478,0.324586327929133,0.211251651878422,0.340433815350389,0.0814759640176474,0.147521905805038,"Krolevets district"
"Куликівський район","Чернігівська область",0.297651035797868,0.419305315678373,0.483263801300087,0.322839443485326,0.635772955743533,0.186530293837219,0.179620034542314,0.145435141166198,0.554585152838428,0.110702464141228,0.408511744821011,0.331222414123969,0.337537595808674,0.0773839748146644,0.0768664950349393,"Kulykivka district"
"Куп'янський район","Харківська область",0.114390467461045,0.123845736013036,0.111083228774571,0.120500782472613,0.498216907908538,0.0331805682859762,0.0466458446496469,0.0896695943120033,0.313093375065206,0.052443885043004,0.755087076076994,0.772338403041825,0.774404015056462,0.451643192488263,0.434025592615901,"Kupiansk district"
"Ківерцівський район","Волинська область",0.535688971727089,0.632594361381706,0.507647509578544,0.186669930840321,0.701902333790939,0.264248024571444,0.212845629935148,0.298727969348659,0.753228471754697,0.22675034320455,0.11007271677211,0.111307084904892,0.167417624521073,0.025735969153559,0.0410276524808786,"Kivertsi district"
"Кілійський район","Одеська область",0.0499800558436378,0.118748041015538,0.249688498835256,0.104811099765752,0.631070926751787,0.105664140406861,0.0577172793623785,0.134460154937971,0.473722145474203,0.0536990653063718,0.687794176306342,0.743787220704787,0.575274933636708,0.318277374016457,0.282179729977396,"Kiliya district"
"Кіровоградський район","Кіровоградська область",0.33589195491644,0.358166346417788,0.333376346861088,0.22072042080032,0.730106993552044,0.107996502137583,0.123414768048312,0.187883089231563,0.621412877022438,0.101183306171615,0.444860085503304,0.448421630524293,0.450738757339183,0.1026699513949,0.110111244951463,"Kropyvnytskyi district"
"Кіровський район","АР Крим, Севастополь",0.0716963907273972,0.0945732349841939,0.232335611595569,NA,NA,0.160738156564833,0.13732500376336,0.0579307094037238,NA,NA,0.659352482801343,0.70965678157459,0.686212585434834,NA,NA,"Kirovske district"
"Кіцманський район","Чернівецька область",0.354067822004695,0.603047660218308,0.540021947013639,0.204083755113361,0.73084179319019,0.430205263946462,0.238922511617854,0.299576736165543,0.736323927060944,0.187808822208247,0.105953153873046,0.106397924997298,0.137952657156294,0.0243014629411357,0.0530500404276345,"Kitsman district"
"Лановецький район","Тернопільська область",0.419327813916815,0.493284240004149,0.434635300134245,0.218005468038016,0.646867789077856,0.377685787502464,0.366125602862625,0.40190500543374,0.728811352688452,0.27467737800188,0.117681845062093,0.098221231136234,0.131624368727226,0.0249316495248015,0.0487992479275276,"Lanivtsi district"
"Лебединський район","Сумська область",0.271649274969508,0.45364214740153,0.41576297443842,0.283210912906611,0.753457082347079,0.250846998238244,0.275502180284509,0.172540666150271,0.574186778593914,0.0766164195839043,0.375863938203009,0.205232682822217,0.38439194422928,0.093704092339979,0.117229350940576,"Lebedyn district"
"Ленінський район","АР Крим, Севастополь",0.0773152081563297,0.0768921499648206,0.132679488812465,NA,NA,0.0725816239834931,0.0801755620330351,0.0748524604084405,NA,NA,0.723267386818789,0.78939256876738,0.758671931388783,NA,NA,"Lenine district"
"Летичівський район","Хмельницька область",0.352757805822314,0.463171528325262,0.416629669563011,0.186353776375468,0.707477661075404,0.248579616873649,0.215114314675076,0.230037419927697,0.709656215079209,0.185844176203167,0.272914676454321,0.258587678792657,0.320606329675905,0.0519292710182081,0.0599623765480483,"Letychiv district"
"Лиманський район","Одеська область",0.112506910743903,0.130744531406783,0.142375105445684,0.1217439497506,0.625699157282422,0.110356901529578,0.169007960398689,0.144968288186959,0.512054313689267,0.0830785293459617,0.643559186682229,0.623754097264031,0.685724997656763,0.297385922778496,0.265530613766873,"Lyman district"
"Липовецький район","Вінницька область",0.386132340711995,0.539023865835304,0.499279371425915,0.156243341146388,0.624895464779672,0.210153249118917,0.169769941947968,0.151564461388256,0.756392499467292,0.286008362817626,0.31136894626381,0.235304235648248,0.32381793667767,0.0516727040272747,0.0635574139594725,"Lypovets district"
"Липоводолинський район","Сумська область",0.286428928750089,0.469518884187431,0.441411764705882,0.236923076923077,0.794880910060434,0.326520403058672,0.319620749098887,0.214494117647059,0.672754342431762,0.0924280127977248,0.318302008146931,0.162043566839053,0.310117647058824,0.0525062034739454,0.0756013745704467,"Lypova Dolyna district"
"Лисянський район","Черкаська область",0.259137473125079,0.439066611272677,0.463376273217495,0.177736579074641,0.761848341232227,0.188820032882256,0.225799750727046,0.247228879568604,0.725939061744317,0.137243285939968,0.301504995573542,0.215621105110096,0.244532654284002,0.0529582460099952,0.0696090047393365,"Lysianka district"
"Лозівський район","Харківська область",0.0715548206853298,0.0798710383843299,0.110524030110017,0.15754821958457,0.580249175522169,0.0526825930782827,0.165946833749012,0.106398378691372,0.326502225519288,0.0496518871381458,0.772735047608188,0.705821521990389,0.752171395483497,0.457436943620178,0.352784902894833,"Lozova district"
"Локачинський район","Волинська область",0.440253992688089,0.511982717882941,0.415776429365011,0.222872255169098,0.711145833333333,0.313834904752742,0.281441976642139,0.326125972139133,0.713575893572688,0.221041666666667,0.136232441793342,0.158374400864106,0.224852576702846,0.0307741625260458,0.03875,"Lokachi district"
"Лохвицький район","Полтавська область",0.330181818181818,0.429968564442892,0.331426236207601,0.214560745769582,0.75712143928036,0.169038961038961,0.176349594442504,0.372701266857376,0.661059884486777,0.117691154422789,0.363670995670996,0.328753832421314,0.253643917722381,0.0838484142263654,0.104601545381156,"Lokhvytsia district"
"Лубенський район","Полтавська область",0.208613228930558,0.387350490994555,0.357770620667067,0.206589436970603,0.777011808067709,0.17914691943128,0.207008889095732,0.275833833724548,0.665607872446437,0.0967852023752645,0.470966412528333,0.329175780704612,0.327037502047055,0.0825236671649228,0.0984233158146202,"Lubny district"
"Лугинський район","Житомирська область",0.168884061906055,0.340083574413372,0.296676441837732,0.186179087875417,0.706985466479137,0.231604670105892,0.159434265509482,0.181573802541544,0.629866518353726,0.137521487732458,0.430808217938275,0.404800171434694,0.486070381231672,0.106924360400445,0.114549148304423,"Luhyny district"
"Лутугинський район","Луганська область",0.0289986406887177,0.0416148916989499,0.0552888942221156,NA,NA,0.0124603534209334,0.0121336159637453,0.0525289494210116,NA,NA,0.920163117353874,0.902833613527276,0.859002819943601,NA,NA,"Lutuhyne district"
"Луцький район","Волинська область",0.457449648503545,0.611201773562829,0.423136246786632,0.178744846541457,0.662317234476102,0.336309435529321,0.228007513009207,0.386632390745501,0.768789128111162,0.267686697887248,0.126449737489989,0.114665763463374,0.170533419023136,0.0219270117575202,0.0360347477925142,"Lutsk district"
"Любарський район","Житомирська область",0.175916172312469,0.397278662517542,0.422574757826758,0.195893041808243,0.744021410688077,0.31901092199368,0.237903471840869,0.198441667836586,0.697739695671443,0.136493136493136,0.380107556689028,0.273842211239246,0.345921662220974,0.0610134436401241,0.0945350945350945,"Liubar district"
"Любашівський район","Одеська область",0.0728630908645604,0.196917562724014,0.226037887948408,0.159927305770104,0.714063926940639,0.0849253000244918,0.0992831541218638,0.155098750503829,0.605906406179009,0.0701369863013699,0.706649522409993,0.643010752688172,0.595646916565901,0.171467514766015,0.184383561643836,"Lyubashivka district"
"Любешівський район","Волинська область",0.314350367716387,0.442865293843042,0.277932960893855,0.152186657286903,0.715739484396201,0.30544031680181,0.186264847761813,0.163798882681564,0.710223941845468,0.174280114578622,0.267631529323025,0.326261735567198,0.528659217877095,0.0945597373666315,0.073646916930499,"Lyubeshiv district"
"Любомльський район","Волинська область",0.434743911319686,0.561286459669831,0.392261159783062,0.207261724659607,0.73551637279597,0.28748280605227,0.249550936617911,0.362223612849395,0.720016693619907,0.191155891407781,0.13233271300267,0.137370626978017,0.212192323738006,0.0280139809066722,0.0463196193674783,"Liuboml district"
"Літинський район","Вінницька область",0.377921254852254,0.479386385426654,0.424489993232138,0.139120727234065,0.517779648940994,0.2024479125406,0.183212760393968,0.171952044861259,0.761575673807878,0.365891573288425,0.313118909926325,0.249193759260873,0.373972735183216,0.0634734995481367,0.0910033033227541,"Lityn district"
"Магдалинівський район","Дніпропетровська область",0.100205937013411,0.133124055342402,0.128748636859324,0.153351832919527,0.694742873513823,0.0448540860917173,0.0642948494361121,0.151990185387132,0.399371987731853,0.0569402664374731,0.700386759756894,0.731077781653296,0.682320065430752,0.367387176865781,0.221171751898009,"Mahdalynivka district"
"Макарівський район","Київська область, Київ",0.418264666793241,0.487135081642751,0.308302083827788,0.160721959604641,0.706349698963441,0.123523827605848,0.18691241959426,0.468125504343286,0.756177481736141,0.184594376512941,0.330168976647048,0.258123041398648,0.193003275264632,0.0423291792006876,0.0808143504437962,"Makariv district"
