"year","Voted","rayon","oblast","pop","ru","ua"
2006,19920,"Таращанський район","Київська область, Київ",0.333684738955823,0.408232931726908,0.151807228915663
2006,26262,"місто Фастів","Київська область, Київ",0.41002208514203,0.286802223745335,0.166247810524713
2006,19980,"Фастівський район","Київська область, Київ",0.43003003003003,0.26001001001001,0.186036036036036
2006,26335,"Макарівський район","Київська область, Київ",0.418264666793241,0.330168976647048,0.123523827605848
2006,13665,"Володарський район","Київська область, Київ",0.504939626783754,0.28130259787779,0.133186974021222
2006,23889,"Сквирський район","Київська область, Київ",0.435053790447486,0.299426514295282,0.169031771945247
2006,16532,"Ставищенський район","Київська область, Київ",0.501996128720058,0.28151463827728,0.138277280425841
2006,20970,"Тетіївський район","Київська область, Київ",0.461278016213639,0.293848354792561,0.145064377682403
2006,4198,"місто Ржищів","Київська область, Київ",0.355883754168652,0.317532158170557,0.201048118151501
2006,22039,"Богуславський район","Київська область, Київ",0.391034075956259,0.288624710740052,0.173782839511775
2006,21680,"Кагарлицький район","Київська область, Київ",0.407610701107011,0.292666051660517,0.194464944649446
2006,23407,"Миронівський район","Київська область, Київ",0.382150638697825,0.284359379672747,0.144187636177212
2006,19910,"Рокитнянський район","Київська область, Київ",0.494826720241085,0.260120542440984,0.147513812154696
2006,15664,"місто Васильків","Київська область, Київ",0.463802349336057,0.319394790602656,0.128766598569969
2006,45147,"Васильківський район","Київська область, Київ",0.476067069794228,0.262653110948679,0.158415841584158
2006,18384,"місто Обухів","Київська область, Київ",0.536118363794604,0.203709747606614,0.169223237597911
2006,23362,"Обухівський район","Київська область, Київ",0.482193305367691,0.263462032360243,0.148403390120709
2006,36631,"місто Ірпінь","Київська область, Київ",0.445087494198903,0.279872239360105,0.165952335453578
2006,13654,"місто Буча","Київська область, Київ",0.454225867877545,0.257287241833895,0.186758459059616
2006,86213,"Києво-Святошинський район","Київська область, Київ",0.446150812522473,0.240590166216232,0.201187755906882
2006,32671,"Бородянський район","Київська область, Київ",0.418260842949405,0.264668972483242,0.204952404272903
2006,11674,"місто Славутич","Київська область, Київ",0.235908857289704,0.597738564330992,0.0674147678602022
2006,38887,"Вишгородський район","Київська область, Київ",0.435518296602978,0.249877851209916,0.196672409802762
2006,19129,"Іванківський район","Київська область, Київ",0.358199592242145,0.336243400073187,0.197187516336453
2006,4315,"Поліський район","Київська область, Київ",0.201853997682503,0.42433371958285,0.264426419466976
2006,47871,"місто Бровари","Київська область, Київ",0.4721229972217,0.272565854066136,0.152305153433185
2006,41127,"Броварський район","Київська область, Київ",0.501616942641087,0.227928125075984,0.156612444379605
2006,22912,"Баришівський район","Київська область, Київ",0.399572276536313,0.281293645251397,0.206442039106145
2006,9424,"місто Березань","Київська область, Київ",0.412457555178268,0.276740237691002,0.147389643463497
2006,12080,"Згурівський район","Київська область, Київ",0.325745033112583,0.32682119205298,0.18932119205298
2006,30528,"місто Бориспіль","Київська область, Київ",0.475039308176101,0.289799528301887,0.129684224318658
2006,32175,"Бориспільський район","Київська область, Київ",0.446247086247086,0.246495726495727,0.192944832944833
2006,18076,"місто Переяслав-Хмельницький","Київська область, Київ",0.489101571144058,0.262226156229254,0.151969462270414
2006,21928,"Переяслав-Хмельницький район","Київська область, Київ",0.37468077344035,0.318770521707406,0.211875228018971
2006,20845,"Яготинський район","Київська область, Київ",0.43300551691053,0.270328615975054,0.179323578795874
2006,122330,"місто Кропивницький","Кіровоградська область",0.395863647510831,0.368634022725415,0.0933295185154909
2006,16659,"Бобринецький район","Кіровоградська область",0.378534125697821,0.448766432558977,0.0762350681313404
2006,18633,"Долинський район","Кіровоградська область",0.28417324102399,0.474534428165083,0.0976224977191005
